0.0,4.9354
0.00086603,4.9339
0.0017321,4.9324
0.0025981,4.9308
0.0034641,4.9293
0.0043301,4.9278
0.0051962,4.9263
0.0060622,4.9248
0.0069282,4.9233
0.0077942,4.9217
0.0086603,4.9202
0.0095263,4.9187
0.010392,4.9172
0.011258,4.9157
0.012124,4.9142
0.01299,4.9126
0.013856,4.9111
0.014722,4.9096
0.015588,4.9081
0.016454,4.9066
0.017321,4.9051
0.018187,4.9035
0.019053,4.902
0.019919,4.9005
0.020785,4.899
0.021651,4.8975
0.022517,4.896
0.023383,4.8944
0.024249,4.8929
0.025115,4.8914
0.025981,4.8899
0.026847,4.8884
0.027713,4.8869
0.028579,4.8853
0.029445,4.8838
0.030311,4.8823
0.031177,4.8808
0.032043,4.8793
0.032909,4.8778
0.033775,4.8762
0.034641,4.8747
0.035507,4.8732
0.036373,4.8717
0.037239,4.8702
0.038105,4.8687
0.038971,4.8671
0.039837,4.8656
0.040703,4.8641
0.041569,4.8626
0.042435,4.8611
0.043301,4.8596
0.044167,4.858
0.045033,4.8565
0.045899,4.855
0.046765,4.8535
0.047631,4.852
0.048497,4.8505
0.049363,4.8489
0.050229,4.8474
0.051096,4.8459
0.051962,4.8444
0.052828,4.8429
0.053694,4.8414
0.05456,4.8398
0.055426,4.8383
0.056292,4.8368
0.057158,4.8353
0.058024,4.8338
0.05889,4.8323
0.059756,4.8307
0.060622,4.8292
0.061488,4.8277
0.062354,4.8262
0.06322,4.8247
0.064086,4.8232
0.064952,4.8216
0.065818,4.8201
0.066684,4.8186
0.06755,4.8171
0.068416,4.8156
0.069282,4.8141
0.070148,4.8125
0.071014,4.811
0.07188,4.8095
0.072746,4.808
0.073612,4.8066
0.074478,4.8052
0.075344,4.8038
0.07621,4.8023
0.077076,4.8009
0.077942,4.7995
0.078808,4.798
0.079674,4.7966
0.08054,4.7952
0.081406,4.7938
0.082272,4.7923
0.083138,4.7909
0.084004,4.7895
0.08487,4.788
0.085737,4.7866
0.086603,4.7852
0.087469,4.7838
0.088335,4.7823
0.089201,4.7809
0.090067,4.7795
0.090933,4.778
0.091799,4.7766
0.092665,4.7752
0.093531,4.7738
0.094397,4.7723
0.095263,4.7709
0.096129,4.7695
0.096995,4.768
0.097861,4.7666
0.098727,4.7652
0.099593,4.7638
0.10046,4.7623
0.10132,4.7609
0.10219,4.7595
0.10306,4.7581
0.10392,4.7566
0.10479,4.7552
0.10566,4.7538
0.10652,4.7523
0.10739,4.7509
0.10825,4.7495
0.10912,4.7481
0.10999,4.7466
0.11085,4.7452
0.11172,4.7438
0.11258,4.7423
0.11345,4.7409
0.11432,4.7395
0.11518,4.7381
0.11605,4.7366
0.11691,4.7352
0.11778,4.7338
0.11865,4.7323
0.11951,4.7309
0.12038,4.7294
0.12124,4.728
0.12211,4.7265
0.12298,4.725
0.12384,4.7236
0.12471,4.7221
0.12557,4.7207
0.12644,4.7192
0.12731,4.7177
0.12817,4.7163
0.12904,4.7148
0.1299,4.7133
0.13077,4.7119
0.13164,4.7104
0.1325,4.7089
0.13337,4.7075
0.13423,4.706
0.1351,4.7045
0.13597,4.7031
0.13683,4.7016
0.1377,4.7001
0.13856,4.6987
0.13943,4.6972
0.1403,4.6957
0.14116,4.6943
0.14203,4.6928
0.14289,4.6913
0.14376,4.6899
0.14463,4.6884
0.14549,4.6869
0.14636,4.6855
0.14722,4.684
0.14809,4.6825
0.14896,4.6811
0.14982,4.6796
0.15069,4.6781
0.15155,4.6767
0.15242,4.6752
0.15329,4.6737
0.15415,4.6723
0.15502,4.6708
0.15588,4.6693
0.15675,4.6679
0.15762,4.6664
0.15848,4.6649
0.15935,4.6635
0.16021,4.662
0.16108,4.6605
0.16195,4.6591
0.16281,4.6576
0.16368,4.6562
0.16454,4.6547
0.16541,4.6532
0.16628,4.6518
0.16714,4.6503
0.16801,4.649
0.16887,4.6478
0.16974,4.6465
0.17061,4.6452
0.17147,4.644
0.17234,4.6427
0.17321,4.6415
0.17407,4.6402
0.17494,4.639
0.1758,4.6377
0.17667,4.6364
0.17754,4.6352
0.1784,4.6339
0.17927,4.6327
0.18013,4.6314
0.181,4.6301
0.18187,4.6288
0.18273,4.6275
0.1836,4.6262
0.18446,4.6249
0.18533,4.6236
0.1862,4.6223
0.18706,4.621
0.18793,4.6197
0.18879,4.6184
0.18966,4.6171
0.19053,4.6158
0.19139,4.6145
0.19226,4.6132
0.19312,4.6118
0.19399,4.6105
0.19486,4.6092
0.19572,4.6079
0.19659,4.6066
0.19745,4.6053
0.19832,4.604
0.19919,4.6027
0.20005,4.6014
0.20092,4.6001
0.20178,4.5988
0.20265,4.5975
0.20352,4.5962
0.20438,4.5949
0.20525,4.5936
0.20611,4.5923
0.20698,4.591
0.20785,4.5896
0.20871,4.5883
0.20958,4.587
0.21044,4.5857
0.21131,4.5844
0.21218,4.5831
0.21304,4.5818
0.21391,4.5805
0.21477,4.5793
0.21564,4.5781
0.21651,4.5769
0.21737,4.5758
0.21824,4.5746
0.2191,4.5734
0.21997,4.5723
0.22084,4.5711
0.2217,4.5699
0.22257,4.5688
0.22343,4.5676
0.2243,4.5664
0.22517,4.5653
0.22603,4.5641
0.2269,4.5629
0.22776,4.5617
0.22863,4.5606
0.2295,4.5594
0.23036,4.5582
0.23123,4.5571
0.23209,4.5559
0.23296,4.5547
0.23383,4.5536
0.23469,4.5524
0.23556,4.5513
0.23642,4.5501
0.23729,4.549
0.23816,4.5478
0.23902,4.5467
0.23989,4.5455
0.24076,4.5444
0.24162,4.5432
0.24249,4.5421
0.24335,4.5409
0.24422,4.5398
0.24509,4.5387
0.24595,4.5375
0.24682,4.5364
0.24768,4.5352
0.24855,4.5341
0.24942,4.5329
0.25028,4.5318
0.25115,4.5306
0.25201,4.5295
0.25288,4.5283
0.25375,4.5272
0.25461,4.526
0.25548,4.5249
0.25634,4.5238
0.25721,4.5226
0.25808,4.5215
0.25894,4.5203
0.25981,4.5192
0.26067,4.518
0.26154,4.5169
0.26241,4.5157
0.26327,4.5146
0.26414,4.5134
0.265,4.5123
0.26587,4.5111
0.26674,4.5101
0.2676,4.5094
0.26847,4.5086
0.26933,4.5079
0.2702,4.5071
0.27107,4.5063
0.27193,4.5056
0.2728,4.5048
0.27366,4.5041
0.27453,4.5033
0.2754,4.5025
0.27626,4.5018
0.27713,4.501
0.27799,4.5003
0.27886,4.4995
0.27973,4.4987
0.28059,4.498
0.28146,4.4972
0.28232,4.4965
0.28319,4.4957
0.28406,4.4949
0.28492,4.4942
0.28579,4.4934
0.28665,4.4927
0.28752,4.4919
0.28839,4.4911
0.28925,4.4904
0.29012,4.4896
0.29098,4.4889
0.29185,4.4881
0.29272,4.4873
0.29358,4.4866
0.29445,4.4858
0.29531,4.4851
0.29618,4.4843
0.29705,4.4835
0.29791,4.4828
0.29878,4.482
0.29964,4.4813
0.30051,4.4805
0.30138,4.4797
0.30224,4.479
0.30311,4.4782
0.30397,4.4774
0.30484,4.4766
0.30571,4.4758
0.30657,4.475
0.30744,4.4742
0.30831,4.4734
0.30917,4.4727
0.31004,4.4719
0.3109,4.4711
0.31177,4.4703
0.31264,4.4695
0.3135,4.4687
0.31437,4.4679
0.31523,4.4671
0.3161,4.4663
0.31697,4.4655
0.31783,4.4647
0.3187,4.464
0.31956,4.4631
0.32043,4.4623
0.3213,4.4614
0.32216,4.4605
0.32303,4.4596
0.32389,4.4588
0.32476,4.4579
0.32563,4.457
0.32649,4.4562
0.32736,4.4553
0.32822,4.4544
0.32909,4.4536
0.32996,4.4527
0.33082,4.4518
0.33169,4.451
0.33255,4.4501
0.33342,4.4492
0.33429,4.4484
0.33515,4.4475
0.33602,4.4466
0.33688,4.4458
0.33775,4.4449
0.33862,4.444
0.33948,4.4432
0.34035,4.4423
0.34121,4.4414
0.34208,4.4406
0.34295,4.4397
0.34381,4.4388
0.34468,4.438
0.34554,4.4371
0.34641,4.4362
0.34728,4.4354
0.34814,4.4345
0.34901,4.4336
0.34987,4.4327
0.35074,4.4319
0.35161,4.431
0.35247,4.4301
0.35334,4.4293
0.3542,4.4284
0.35507,4.4275
0.35594,4.4267
0.3568,4.4258
0.35767,4.4249
0.35853,4.4241
0.3594,4.4232
0.36027,4.4223
0.36113,4.4216
0.362,4.421
0.36286,4.4204
0.36373,4.4198
0.3646,4.4192
0.36546,4.4186
0.36633,4.418
0.36719,4.4174
0.36806,4.4168
0.36893,4.4162
0.36979,4.4156
0.37066,4.415
0.37152,4.4144
0.37239,4.4138
0.37326,4.4132
0.37412,4.4126
0.37499,4.4121
0.37585,4.4115
0.37672,4.4109
0.37759,4.4103
0.37845,4.4097
0.37932,4.4091
0.38019,4.4085
0.38105,4.4079
0.38192,4.4073
0.38278,4.4067
0.38365,4.4061
0.38452,4.4055
0.38538,4.4049
0.38625,4.4043
0.38711,4.4037
0.38798,4.4031
0.38885,4.4026
0.38971,4.402
0.39058,4.4014
0.39144,4.4008
0.39231,4.4002
0.39318,4.3996
0.39404,4.399
0.39491,4.3984
0.39577,4.3978
0.39664,4.3972
0.39751,4.3966
0.39837,4.396
0.39924,4.3954
0.4001,4.3948
0.40097,4.3942
0.40184,4.3936
0.4027,4.393
0.40357,4.3925
0.40443,4.3919
0.4053,4.3913
