0.0,0.0,0.0,0.0,
10000000.0,2.838e-06,0.0087077,2.07809e-13,
20000000.0,3.3084e-05,0.026533,2.3167e-12,
30000000.0,0.00020087,0.050489,1.34298e-11,
40000000.0,0.00084686,0.077613,5.3972600000000004e-11,
50000000.0,0.0027886,0.1058,1.69164e-10,
60000000.0,0.007649,0.13372,4.4105299999999997e-10,
70000000.0,0.018203,0.16052,9.96417e-10,
80000000.0,0.038651,0.1857,2.0062499999999998e-09,
90000000.0,0.074735,0.20899,3.67509e-09,
100000000.0,0.13365,0.23024,6.22179e-09,
110000000.0,0.22374,0.24945,9.85587e-09,
120000000.0,0.35409,0.26666,1.47549e-08,
130000000.0,0.53394,0.28198,2.10467e-08,
140000000.0,0.7722,0.29557,2.88003e-08,
150000000.0,1.077,0.30758,3.80238e-08,
160000000.0,1.4552,0.31818,4.8670199999999996e-08,
170000000.0,1.9124,0.32752,6.064759999999999e-08,
180000000.0,2.4526,0.33577,7.38317e-08,
190000000.0,3.0783,0.34307,8.80781e-08,
200000000.0,3.7906,0.34954,1.03234e-07,
210000000.0,4.5891,0.35529,1.19147e-07,
220000000.0,5.4725,0.36042,1.35672e-07,
230000000.0,6.4385,0.36503,1.52675e-07,
240000000.0,7.4838,0.36917,1.7003899999999998e-07,
250000000.0,8.6047,0.37292,1.87657e-07,
260000000.0,9.7971,0.37632,2.05441e-07,
270000000.0,11.057,0.37943,2.2331700000000001e-07,
280000000.0,12.378,0.38227,2.4122e-07,
290000000.0,13.758,0.38488,2.59101e-07,
300000000.0,15.191,0.3873,2.7691599999999996e-07,
310000000.0,16.672,0.38954,2.94634e-07,
320000000.0,18.198,0.39162,3.1222699999999995e-07,
330000000.0,19.763,0.39356,3.2967599999999997e-07,
340000000.0,21.365,0.39537,3.46964e-07,
350000000.0,22.998,0.39707,3.64079e-07,
360000000.0,24.66,0.39867,3.81014e-07,
370000000.0,26.347,0.40018,3.9776200000000004e-07,
380000000.0,28.057,0.40161,4.1431799999999996e-07,
390000000.0,29.786,0.40295,4.3068200000000004e-07,
400000000.0,31.531,0.40423,4.46851e-07,
410000000.0,33.29,0.40545,4.62826e-07,
420000000.0,35.062,0.4066,4.78609e-07,
430000000.0,36.843,0.4077,4.942000000000001e-07,
440000000.0,38.632,0.40875,5.09601e-07,
450000000.0,40.427,0.40976,5.24816e-07,
460000000.0,42.227,0.41072,5.39846e-07,
470000000.0,44.03,0.41164,5.54695e-07,
480000000.0,45.835,0.41252,5.69366e-07,
490000000.0,47.64,0.41337,5.83862e-07,
500000000.0,49.445,0.41418,5.981850000000001e-07,
510000000.0,51.248,0.41497,6.12339e-07,
520000000.0,53.049,0.41572,6.263280000000001e-07,
530000000.0,54.846,0.41645,6.40153e-07,
540000000.0,56.639,0.41715,6.53818e-07,
550000000.0,58.428,0.41783,6.67326e-07,
560000000.0,60.211,0.41849,6.8068e-07,
570000000.0,61.988,0.41912,6.93882e-07,
580000000.0,63.758,0.41973,7.06934e-07,
590000000.0,65.522,0.42033,7.1984e-07,
600000000.0,67.277,0.42091,7.32602e-07,
610000000.0,69.025,0.42147,7.45221e-07,
620000000.0,70.765,0.42201,7.577e-07,
630000000.0,72.496,0.42254,7.70041e-07,
640000000.0,74.218,0.42305,7.82245e-07,
650000000.0,75.931,0.42355,7.943150000000001e-07,
660000000.0,77.634,0.42403,8.06253e-07,
670000000.0,79.328,0.42451,8.18058e-07,
680000000.0,81.011,0.42497,8.297340000000001e-07,
690000000.0,82.685,0.42541,8.412819999999999e-07,
700000000.0,84.348,0.42585,8.527020000000001e-07,
710000000.0,86.002,0.42628,8.63996e-07,
720000000.0,87.644,0.42669,8.75165e-07,
730000000.0,89.276,0.4271,8.86211e-07,
740000000.0,90.897,0.42749,8.971329999999999e-07,
750000000.0,92.507,0.42788,9.07932e-07,
760000000.0,94.107,0.42826,9.18611e-07,
770000000.0,95.695,0.42863,9.29169e-07,
780000000.0,97.273,0.42899,9.396059999999999e-07,
790000000.0,98.839,0.42934,9.49925e-07,
800000000.0,100.39,0.42969,9.60124e-07,
810000000.0,101.94,0.43003,9.70205e-07,
820000000.0,103.47,0.43036,9.801690000000002e-07,
830000000.0,104.99,0.43068,9.90015e-07,
840000000.0,106.5,0.431,9.99744e-07,
850000000.0,108.0,0.43131,1.00936e-06,
860000000.0,109.49,0.43161,1.01885e-06,
870000000.0,110.97,0.43191,1.02824e-06,
880000000.0,112.43,0.43221,1.0375e-06,
890000000.0,113.88,0.43249,1.04666e-06,
900000000.0,115.33,0.43278,1.05569e-06,
910000000.0,116.76,0.43305,1.06462e-06,
920000000.0,118.18,0.43332,1.07343e-06,
930000000.0,119.59,0.43359,1.08213e-06,
940000000.0,120.98,0.43385,1.09071e-06,
950000000.0,122.37,0.43411,1.0991900000000001e-06,
960000000.0,123.74,0.43436,1.10755e-06,
970000000.0,125.11,0.43461,1.11581e-06,
980000000.0,126.46,0.43485,1.12395e-06,
990000000.0,127.8,0.43509,1.13198e-06,
1000000000.0,129.13,0.43533,1.1399100000000002e-06,
