50,0.00322543,0.0635768,0.0422156,0.0960012,0.0518373,0.0245656,0.0149725,0.0191437,0.0461527,0.00201182,0.00518652,0.00260164,0.00056577,0.023634,0.00190774,0.00137991,0.0072992,0.00241468,0.0258221,0.00194409,0.00129097,0.000339524,0.000379322,0.000600304,0.00889534,0.000879925,0.0203313,0.0901539,0.00141934,5.19687e-05,5.59722e-05,0.00131605,0.002357,0.00134422,0.00803097,0.0141359,0.0061078,0.000142101,0.000422651,0.0102615,0.0334625,0.0259822,0.0140122,0.0128944,0.00178461,0.000530921,0.00151167,0.00134989,4.3155e-08,0.000516339,0.00100848,0.0159553,2.85113e-318
100,0.0127312,0.161803,0.130876,0.265184,0.166413,0.0895377,0.0594064,0.0773459,0.148921,0.0116937,0.0261362,0.0144966,0.00262184,0.0829392,0.00894056,0.00594006,0.0277027,0.0119911,0.0876249,0.00986404,0.00703113,0.00208042,0.00237313,0.0036073,0.0398376,0.00522504,0.0849048,0.257952,0.00796231,0.000360222,0.000439785,0.00800685,0.0123457,0.00752423,0.0346341,0.0595116,0.0290711,0.000995243,0.00266194,0.0400258,0.12718,0.104022,0.0605088,0.0537526,0.00780927,0.00214902,0.00535695,0.0066799,4.97241e-07,0.00247514,0.00486912,0.0613805,7.22334e-319
150,0.0296286,0.268708,0.243911,0.440803,0.310951,0.18932,0.135932,0.176689,0.280982,0.0369572,0.0727693,0.044392,0.00732748,0.169906,0.0246205,0.0152475,0.0617942,0.0341434,0.174227,0.0287014,0.0216024,0.00716692,0.008256,0.0120792,0.100987,0.0169668,0.197049,0.44075,0.0249957,0.00143347,0.00187385,0.0264152,0.0363217,0.0238331,0.0864851,0.142197,0.0778395,0.00381121,0.00929514,0.0916289,0.271505,0.232375,0.14616,0.128147,0.0203192,0.00496303,0.011065,0.0192787,3.03231e-06,0.0069498,0.0135535,0.133522,3.10377e-319
200,0.05368,0.372969,0.359261,0.585031,0.449336,0.306647,0.236105,0.302911,0.412422,0.0842428,0.148322,0.0987276,0.0160958,0.269302,0.0518716,0.0305514,0.106616,0.0729407,0.269747,0.0626066,0.0491918,0.0182243,0.0210452,0.0296883,0.191131,0.0399405,0.338896,0.597121,0.0577738,0.00424031,0.00571478,0.062768,0.0791597,0.0558824,0.163403,0.254769,0.154674,0.0105623,0.0236664,0.161274,0.434274,0.386343,0.262573,0.230098,0.0410929,0.00870976,0.0176884,0.0422528,1.30019e-05,0.0149964,0.0286685,0.219005,1.71312e-319
250,0.0842294,0.46984,0.464568,0.691671,0.562849,0.42462,0.346858,0.436536,0.527377,0.155261,0.247844,0.178335,0.0305699,0.368954,0.0923313,0.0528207,0.158171,0.129726,0.363384,0.113554,0.0923974,0.0380428,0.043813,0.0596877,0.301394,0.0763649,0.485794,0.716056,0.109495,0.0102784,0.0139475,0.120472,0.142448,0.107572,0.259,0.382254,0.254545,0.0236856,0.0489637,0.241911,0.585699,0.537835,0.393415,0.346887,0.0713812,0.0130319,0.0245251,0.0777287,4.3967e-05,0.027553,0.0512366,0.304501,1.09179e-319
300,0.120573,0.557072,0.555579,0.767964,0.648711,0.532239,0.456259,0.561696,0.621959,0.246189,0.360933,0.277978,0.0524541,0.462093,0.145997,0.0827002,0.212879,0.202776,0.449962,0.180759,0.151441,0.0689255,0.0788796,0.103939,0.419672,0.126099,0.618552,0.801894,0.180109,0.0214811,0.0289296,0.198675,0.224017,0.179474,0.363656,0.509184,0.367709,0.0456002,0.0872238,0.32589,0.709842,0.66823,0.522545,0.465048,0.111815,0.0176571,0.0313193,0.126339,0.000124764,0.0453392,0.0816048,0.382025,7.62689e-320
350,0.161925,0.633668,0.632221,0.822803,0.711883,0.624574,0.55625,0.669289,0.697878,0.34927,0.475955,0.388463,0.0832169,0.545872,0.211258,0.120407,0.268068,0.2879,0.52756,0.26096,0.224162,0.112113,0.127181,0.162365,0.534677,0.186856,0.727508,0.86258,0.266272,0.0399455,0.0529395,0.292575,0.318667,0.268392,0.46785,0.624016,0.483243,0.0781566,0.138702,0.406772,0.803326,0.770471,0.638494,0.574276,0.162283,0.0224425,0.0381671,0.187114,0.000308818,0.0687527,0.119429,0.448866,5.67928e-320
400,0.207316,0.699483,0.695967,0.862961,0.758894,0.700827,0.64286,0.756255,0.75832,0.455483,0.583354,0.499732,0.123756,0.619525,0.285255,0.165642,0.321977,0.379564,0.595682,0.34929,0.30663,0.167456,0.188002,0.232957,0.638275,0.255036,0.810915,0.905103,0.362291,0.0675406,0.0876643,0.394959,0.419594,0.368186,0.564376,0.720498,0.591858,0.122192,0.201809,0.48022,0.869768,0.845514,0.735381,0.668708,0.221858,0.0273534,0.0453696,0.257737,0.000684551,0.0977966,0.163742,0.50547,4.43572e-320
450,0.255595,0.754995,0.748636,0.892942,0.79511,0.762356,0.715174,0.823463,0.806318,0.556889,0.677142,0.6034,0.174137,0.683253,0.364408,0.217569,0.373584,0.472086,0.654447,0.440357,0.394048,0.233399,0.25911,0.312247,0.726096,0.326687,0.871599,0.934697,0.46153,0.105501,0.133785,0.498119,0.519913,0.471399,0.649073,0.796987,0.68735,0.17731,0.273534,0.544103,0.915143,0.898055,0.811857,0.746391,0.288829,0.0324321,0.0533307,0.335014,0.00138499,0.132066,0.213106,0.553517,3.59779e-320
500,0.305515,0.801107,0.791982,0.915683,0.824175,0.81133,0.774078,0.873713,0.844391,0.647937,0.75485,0.694037,0.23348,0.7377,0.444987,0.274872,0.4224,0.560568,0.704339,0.52919,0.481644,0.307257,0.337196,0.396024,0.796994,0.39827,0.914133,0.955146,0.557765,0.154123,0.190772,0.595423,0.613854,0.570958,0.720457,0.854924,0.766784,0.241925,0.350132,0.598072,0.945271,0.933614,0.869487,0.808018,0.360863,0.037777,0.0625003,0.415405,0.00259436,0.170797,0.265821,0.594819,3.00985e-320
