1e+07,0.00118186,0.0166759,3.72315e-11
2e+07,0.00751029,0.0513956,2.3745e-10
3e+07,0.0263314,0.0949982,8.24089e-10
4e+07,0.067582,0.138473,2.07041e-09
5e+07,0.142211,0.176833,4.2271e-09
6e+07,0.260608,0.208561,7.46559e-09
7e+07,0.431504,0.234038,1.18563e-08
8e+07,0.661453,0.254352,1.73784e-08
9e+07,0.954771,0.270671,2.39463e-08
1e+08,1.31373,0.283989,3.14392e-08
1.1e+08,1.73892,0.295075,3.97252e-08
1.2e+08,2.22955,0.304491,4.86768e-08
1.3e+08,2.78383,0.312639,5.81791e-08
1.4e+08,3.39924,0.319805,6.81326e-08
1.5e+08,4.07277,0.32619,7.84525e-08
1.6e+08,4.80112,0.331939,8.90673e-08
1.7e+08,5.58083,0.337158,9.99164e-08
1.8e+08,6.40844,0.341927,1.10948e-07
1.9e+08,7.28051,0.346306,1.2212e-07
2e+08,8.19375,0.350343,1.33392e-07
2.1e+08,9.14502,0.354078,1.44735e-07
2.2e+08,10.1314,0.357544,1.5612e-07
2.3e+08,11.15,0.360768,1.67525e-07
2.4e+08,12.1984,0.363774,1.78929e-07
2.5e+08,13.2742,0.366584,1.90317e-07
2.6e+08,14.3752,0.369216,2.01675e-07
2.7e+08,15.4994,0.371688,2.12992e-07
2.8e+08,16.6449,0.374013,2.24259e-07
2.9e+08,17.81,0.376204,2.35469e-07
3e+08,18.9931,0.378274,2.46615e-07
3.1e+08,20.1928,0.380234,2.57693e-07
3.2e+08,21.4077,0.382092,2.687e-07
3.3e+08,22.6366,0.383858,2.79631e-07
3.4e+08,23.8783,0.385538,2.90487e-07
3.5e+08,25.1317,0.387139,3.01264e-07
3.6e+08,26.3957,0.388669,3.11961e-07
3.7e+08,27.6695,0.390132,3.22579e-07
3.8e+08,28.9521,0.391532,3.33117e-07
3.9e+08,30.2426,0.392876,3.43575e-07
4e+08,31.5403,0.394166,3.53952e-07
4.1e+08,32.8444,0.395406,3.64249e-07
4.2e+08,34.1542,0.396599,3.74467e-07
4.3e+08,35.469,0.397748,3.84606e-07
4.4e+08,36.7881,0.398856,3.94667e-07
4.5e+08,38.111,0.399925,4.0465e-07
4.6e+08,39.4371,0.400957,4.14555e-07
4.7e+08,40.7659,0.401955,4.24385e-07
4.8e+08,42.0967,0.402919,4.34138e-07
4.9e+08,43.4293,0.403852,4.43816e-07
5e+08,44.7631,0.404755,4.5342e-07
5.1e+08,46.0976,0.405629,4.6295e-07
5.2e+08,47.4325,0.406476,4.72407e-07
5.3e+08,48.7675,0.407297,4.81791e-07
5.4e+08,50.1021,0.408092,4.91104e-07
5.5e+08,51.436,0.408864,5.00346e-07
5.6e+08,52.769,0.409612,5.09517e-07
5.7e+08,54.1007,0.410339,5.18618e-07
5.8e+08,55.4308,0.411044,5.27651e-07
5.9e+08,56.7592,0.411728,5.36614e-07
6e+08,58.0855,0.412393,5.4551e-07
6.1e+08,59.4096,0.413039,5.54339e-07
6.2e+08,60.7313,0.413667,5.63101e-07
6.3e+08,62.0503,0.414277,5.71797e-07
6.4e+08,63.3665,0.414871,5.80427e-07
6.5e+08,64.6797,0.415448,5.88993e-07
6.6e+08,65.9898,0.416009,5.97495e-07
6.7e+08,67.2966,0.416556,6.05933e-07
6.8e+08,68.5999,0.417088,6.14308e-07
6.9e+08,69.8997,0.417606,6.22621e-07
7e+08,71.1959,0.418111,6.30872e-07
7.1e+08,72.4882,0.418603,6.39062e-07
7.2e+08,73.7766,0.419083,6.4719e-07
7.3e+08,75.061,0.419551,6.55259e-07
7.4e+08,76.3414,0.420007,6.63268e-07
7.5e+08,77.6175,0.420453,6.71217e-07
7.6e+08,78.8893,0.420887,6.79108e-07
7.7e+08,80.1568,0.421312,6.8694e-07
7.8e+08,81.4198,0.421726,6.94715e-07
7.9e+08,82.6783,0.422132,7.02431e-07
8e+08,83.9322,0.422528,7.10091e-07
8.1e+08,85.1814,0.422915,7.17694e-07
8.2e+08,86.4259,0.423294,7.2524e-07
8.3e+08,87.6656,0.423664,7.32729e-07
8.4e+08,88.9004,0.424027,7.40163e-07
8.5e+08,90.1302,0.424383,7.47542e-07
8.6e+08,91.355,0.42473,7.54864e-07
8.7e+08,92.5748,0.425071,7.62132e-07
8.8e+08,93.7894,0.425405,7.69344e-07
8.9e+08,94.9989,0.425733,7.76502e-07
9e+08,96.2032,0.426054,7.83605e-07
9.1e+08,97.4021,0.426369,7.90654e-07
9.2e+08,98.5957,0.426678,7.97648e-07
9.3e+08,99.784,0.426982,8.04587e-07
9.4e+08,100.967,0.42728,8.11473e-07
9.5e+08,102.144,0.427573,8.18304e-07
9.6e+08,103.316,0.42786,8.25081e-07
9.7e+08,104.482,0.428143,8.31804e-07
9.8e+08,105.643,0.42842,8.38473e-07
9.9e+08,106.798,0.428693,8.45088e-07
1e+09,107.947,0.428962,8.51648e-07
