"wetting potential","permeability-X","permeability-Y","permeability-Offdiagonal","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.3189,1,1,0,1,0.030277,0.021409,0.12141,0
3.3189,1,1,0,1,0.030405,0.021499,0.1215,0
3.3189,1,1,0,1,0.030532,0.021589,0.12159,0
3.3189,1,1,0,1,0.030659,0.021679,0.12168,0
3.3189,1,1,0,1,0.030786,0.021769,0.12177,0
3.3189,1,1,0,1,0.030913,0.021859,0.12186,0
3.3189,1,1,0,1,0.031041,0.021949,0.12195,0
3.3179,1,1,0,1,0.031168,0.022039,0.12204,0
3.3179,1,1,0,1,0.031295,0.022129,0.12213,0
3.3179,1,1,0,1,0.031422,0.022219,0.12222,0
3.3179,1,1,0,1,0.031549,0.022309,0.12231,0
3.3179,1,1,0,1,0.031677,0.022399,0.1224,0
3.3179,1,1,0,1,0.031804,0.022489,0.12249,0
3.3179,1,1,0,1,0.031931,0.022579,0.12258,0
3.3179,1,1,0,1,0.032058,0.022669,0.12267,0
3.3179,1,1,0,1,0.032186,0.022759,0.12276,0
3.3179,1,1,0,1,0.032313,0.022849,0.12285,0
3.3179,1,1,0,1,0.03244,0.022939,0.12294,0
3.317,1,1,0,1,0.032567,0.023028,0.12303,0
3.317,1,1,0,1,0.032694,0.023118,0.12312,0
3.317,1,1,0,1,0.032822,0.023208,0.12321,0
3.317,1,1,0,1,0.032949,0.023298,0.1233,0
3.317,1,1,0,1,0.033076,0.023388,0.12339,0
3.317,1,1,0,1,0.033203,0.023478,0.12348,0
3.317,1,1,0,1,0.03333,0.023568,0.12357,0
3.317,1,1,0,1,0.033458,0.023658,0.12366,0
3.317,1,1,0,1,0.033585,0.023748,0.12375,0
3.317,1,1,0,1,0.033712,0.023838,0.12384,0
3.317,1,1,0,1,0.033839,0.023928,0.12393,0
3.316,1,1,0,1,0.033967,0.024018,0.12402,0
3.316,1,1,0,1,0.034094,0.024108,0.12411,0
3.316,1,1,0,1,0.034221,0.024198,0.1242,0
3.316,1,1,0,1,0.034348,0.024288,0.12429,0
3.316,1,1,0,1,0.034475,0.024378,0.12438,0
3.316,1,1,0,1,0.034603,0.024468,0.12447,0
3.316,1,1,0,1,0.03473,0.024558,0.12456,0
3.316,1,1,0,1,0.034857,0.024648,0.12465,0
3.316,1,1,0,1,0.034984,0.024738,0.12474,0
3.316,1,1,0,1,0.035112,0.024828,0.12483,0
3.316,1,1,0,1,0.035239,0.024918,0.12492,0
3.315,1,1,0,1,0.035366,0.025007,0.12501,0
3.315,1,1,0,1,0.035493,0.025097,0.1251,0
3.315,1,1,0,1,0.03562,0.025187,0.12519,0
3.315,1,1,0,1,0.035748,0.025277,0.12528,0
3.315,1,1,0,1,0.035875,0.025367,0.12537,0
3.315,1,1,0,1,0.036002,0.025457,0.12546,0
3.315,1,1,0,1,0.036129,0.025547,0.12555,0
3.315,1,1,0,1,0.036256,0.025637,0.12564,0
3.315,1,1,0,1,0.036384,0.025727,0.12573,0
3.315,1,1,0,1,0.036511,0.025817,0.12582,0
3.315,1,1,0,1,0.036638,0.025907,0.12591,0
3.315,1,1,0,1,0.036765,0.025997,0.126,0
3.3141,1,1,0,1,0.036893,0.026087,0.12609,0
3.3141,1,1,0,1,0.03702,0.026177,0.12618,0
3.3141,1,1,0,1,0.037147,0.026267,0.12627,0
3.3141,1,1,0,1,0.037274,0.026357,0.12636,0
3.3141,1,1,0,1,0.037401,0.026447,0.12645,0
3.3141,1,1,0,1,0.037529,0.026537,0.12654,0
3.3141,1,1,0,1,0.037656,0.026627,0.12663,0
3.3141,1,1,0,1,0.037783,0.026717,0.12672,0
3.3141,1,1,0,1,0.03791,0.026807,0.12681,0
3.3141,1,1,0,1,0.038037,0.026897,0.1269,0
3.3141,1,1,0,1,0.038165,0.026987,0.12699,0
3.3131,1,1,0,1,0.038292,0.027076,0.12708,0
3.3131,1,1,0,1,0.038419,0.027166,0.12717,0
3.3131,1,1,0,1,0.038546,0.027256,0.12726,0
3.3131,1,1,0,1,0.038674,0.027346,0.12735,0
