"pressure","permeability","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
111.83,1,1,470.21,470.21,-200,0
111.83,1,1,470.93,470.93,-200,0
111.83,1,1,471.65,471.65,-200,0
111.79,1,1,472.37,472.37,-200,0
111.79,1,1,473.09,473.09,-200,0
111.79,1,1,473.81,473.81,-200,0
111.79,1,1,474.53,474.53,-200,0
111.79,1,1,475.25,475.25,-200,0
111.76,1,1,475.97,475.97,-200,0
111.76,1,1,476.69,476.69,-200,0
111.76,1,1,477.41,477.41,-200,0
111.76,1,1,478.13,478.13,-200,0
111.76,1,1,478.85,478.85,-200,0
111.74,1,1,479.57,479.57,-200,0
111.74,1,1,480.29,480.29,-200,0
111.74,1,1,481.01,481.01,-200,0
111.72,1,1,481.73,481.73,-200,0
111.72,1,1,482.45,482.45,-200,0
111.72,1,1,483.17,483.17,-200,0
111.7,1,1,483.89,483.89,-200,0
111.7,1,1,484.61,484.61,-200,0
111.7,1,1,485.33,485.33,-200,0
111.7,1,1,486.05,486.05,-200,0
111.68,1,1,486.77,486.77,-200,0
111.68,1,1,487.49,487.49,-200,0
111.68,1,1,488.21,488.21,-200,0
111.68,1,1,488.93,488.93,-200,0
111.67,1,1,489.65,489.65,-200,0
111.65,1,1,490.37,490.37,-200,0
111.65,1,1,491.09,491.09,-200,0
111.65,1,1,491.81,491.81,-200,0
111.65,1,1,492.53,492.53,-200,0
111.65,1,1,493.25,493.25,-200,0
111.62,1,1,493.97,493.97,-200,0
111.62,1,1,494.69,494.69,-200,0
111.62,1,1,495.41,495.41,-200,0
111.62,1,1,496.13,496.13,-200,0
111.62,1,1,496.85,496.85,-200,0
111.6,1,1,497.57,497.57,-200,0
111.6,1,1,498.29,498.29,-200,0
111.6,1,1,499.01,499.01,-200,0
111.6,1,1,499.73,499.73,-200,0
111.59,1,1,500.45,500.45,-200,0
111.57,1,1,501.17,501.17,-200,0
111.57,1,1,501.89,501.89,-200,0
111.57,1,1,502.61,502.61,-200,0
111.57,1,1,503.33,503.33,-200,0
111.57,1,1,504.05,504.05,-200,0
111.55,1,1,504.77,504.77,-200,0
111.55,1,1,505.49,505.49,-200,0
111.55,1,1,506.21,506.21,-200,0
111.55,1,1,506.93,506.93,-200,0
111.55,1,1,507.65,507.65,-200,0
111.53,1,1,508.37,508.37,-200,0
111.53,1,1,509.09,509.09,-200,0
111.54,1,1,509.81,509.81,-200,0
111.52,1,1,510.53,510.53,-200,0
111.52,1,1,511.25,511.25,-200,0
111.52,1,1,511.97,511.97,-200,0
111.5,1,1,512.69,512.69,-200,0
111.5,1,1,513.41,513.41,-200,0
111.5,1,1,514.13,514.13,-200,0
111.5,1,1,514.85,514.85,-200,0
111.49,1,1,515.57,515.57,-200,0
111.49,1,1,516.29,516.29,-200,0
111.49,1,1,517.01,517.01,-200,0
111.49,1,1,517.73,517.73,-200,0
111.47,1,1,518.45,518.45,-200,0
111.47,1,1,519.17,519.17,-200,0
111.47,1,1,519.89,519.89,-200,0
111.47,1,1,520.61,520.61,-200,0
111.46,1,1,521.33,521.33,-200,0
111.46,1,1,522.05,522.05,-200,0
111.46,1,1,522.77,522.77,-200,0
111.46,1,1,523.49,523.49,-200,0
111.44,1,1,524.21,524.21,-200,0
111.44,1,1,524.93,524.93,-200,0
111.44,1,1,525.65,525.65,-200,0
111.43,1,1,526.37,526.37,-200,0
111.43,1,1,527.09,527.09,-200,0
111.43,1,1,527.81,527.81,-200,0
111.42,1,1,528.53,528.53,-200,0
111.42,1,1,529.25,529.25,-200,0
111.42,1,1,529.97,529.97,-200,0
111.41,1,1,530.69,530.69,-200,0
111.41,1,1,531.41,531.41,-200,0
111.41,1,1,532.13,532.13,-200,0
111.4,1,1,532.85,532.85,-200,0
111.4,1,1,533.57,533.57,-200,0
111.4,1,1,534.29,534.29,-200,0
111.4,1,1,535.01,535.01,-200,0
111.39,1,1,535.73,535.73,-200,0
111.39,1,1,536.45,536.45,-200,0
111.39,1,1,537.17,537.17,-200,0
111.39,1,1,537.89,537.89,-200,0
111.39,1,1,538.61,538.61,-200,0
111.39,1,1,539.33,539.33,-200,0
111.37,1,1,540.05,540.05,-200,0
111.38,1,1,540.77,540.77,-200,0
111.38,1,1,541.49,541.49,-200,0
111.36,1,1,542.21,542.21,-200,0
111.37,1,1,542.93,542.93,-200,0
111.37,1,1,543.65,543.65,-200,0
111.36,1,1,544.37,544.37,-200,0
111.36,1,1,545.09,545.09,-200,0
111.36,1,1,545.81,545.81,-200,0
111.35,1,1,546.53,546.53,-200,0
111.35,1,1,547.25,547.25,-200,0
111.36,1,1,547.97,547.97,-200,0
111.34,1,1,548.69,548.69,-200,0
111.34,1,1,549.41,549.41,-200,0
111.35,1,1,550.14,550.14,-200,0
111.34,1,1,550.86,550.86,-200,0
111.34,1,1,551.58,551.58,-200,0
111.35,1,1,552.3,552.3,-200,0
111.33,1,1,553.02,553.02,-200,0
111.33,1,1,553.74,553.74,-200,0
111.33,1,1,554.46,554.46,-200,0
111.33,1,1,555.18,555.18,-200,0
111.33,1,1,555.9,555.9,-200,0
111.33,1,1,556.62,556.62,-200,0
111.33,1,1,557.34,557.34,-200,0
111.32,1,1,558.06,558.06,-200,0
111.32,1,1,558.78,558.78,-200,0
111.32,1,1,559.5,559.5,-200,0
111.31,1,1,560.22,560.22,-200,0
111.31,1,1,560.94,560.94,-200,0
111.32,1,1,561.66,561.66,-200,0
111.31,1,1,562.38,562.38,-200,0
111.31,1,1,563.1,563.1,-200,0
111.31,1,1,563.82,563.82,-200,0
111.3,1,1,564.54,564.54,-200,0
111.3,1,1,565.26,565.26,-200,0
111.31,1,1,565.98,565.98,-200,0
111.31,1,1,566.7,566.7,-200,0
111.3,1,1,567.42,567.42,-200,0
111.3,1,1,568.14,568.14,-200,0
111.3,1,1,568.86,568.86,-200,0
111.29,1,1,569.58,569.58,-200,0
111.3,1,1,570.3,570.3,-200,0
111.3,1,1,571.02,571.02,-200,0
111.29,1,1,571.74,571.74,-200,0
111.29,1,1,572.46,572.46,-200,0
111.29,1,1,573.18,573.18,-200,0
111.29,1,1,573.9,573.9,-200,0
111.29,1,1,574.62,574.62,-200,0
111.29,1,1,575.34,575.34,-200,0
111.29,1,1,576.06,576.06,-200,0
111.29,1,1,576.78,576.78,-200,0
111.29,1,1,577.5,577.5,-200,0
111.29,1,1,578.22,578.22,-200,0
111.28,1,1,578.94,578.94,-200,0
111.28,1,1,579.66,579.66,-200,0
111.28,1,1,580.38,580.38,-200,0
111.28,1,1,581.1,581.1,-200,0
111.28,1,1,581.82,581.82,-200,0
111.28,1,1,582.54,582.54,-200,0
111.28,1,1,583.26,583.26,-200,0
111.27,1,1,583.98,583.98,-200,0
111.28,1,1,584.7,584.7,-200,0
111.28,1,1,585.42,585.42,-200,0
111.27,1,1,586.14,586.14,-200,0
111.28,1,1,586.86,586.86,-200,0
111.27,1,1,587.58,587.58,-200,0
111.27,1,1,588.3,588.3,-200,0
111.28,1,1,589.02,589.02,-200,0
111.27,1,1,589.74,589.74,-200,0
111.27,1,1,590.46,590.46,-200,0
111.27,1,1,591.18,591.18,-200,0
111.27,1,1,591.9,591.9,-200,0
111.27,1,1,592.62,592.62,-200,0
111.27,1,1,593.34,593.34,-200,0
111.27,1,1,594.06,594.06,-200,0
111.27,1,1,594.78,594.78,-200,0
111.26,1,1,595.5,595.5,-200,0
111.26,1,1,596.22,596.22,-200,0
111.27,1,1,596.94,596.94,-200,0
111.26,1,1,597.66,597.66,-200,0
111.26,1,1,598.38,598.38,-200,0
111.27,1,1,599.1,599.1,-200,0
111.27,1,1,599.82,599.82,-200,0
111.26,1,1,600.54,600.54,-200,0
111.27,1,1,601.26,601.26,-200,0
111.26,1,1,601.98,601.98,-200,0
111.27,1,1,602.7,602.7,-200,0
111.27,1,1,603.42,603.42,-200,0
111.26,1,1,604.14,604.14,-200,0
111.27,1,1,604.86,604.86,-200,0
111.27,1,1,605.58,605.58,-200,0
111.26,1,1,606.3,606.3,-200,0
111.27,1,1,607.02,607.02,-200,0
111.27,1,1,607.74,607.74,-200,0
111.27,1,1,608.46,608.46,-200,0
111.27,1,1,609.18,609.18,-200,0
111.26,1,1,609.9,609.9,-200,0
111.27,1,1,610.62,610.62,-200,0
111.27,1,1,611.34,611.34,-200,0
111.26,1,1,612.06,612.06,-200,0
111.27,1,1,612.78,612.78,-200,0
111.27,1,1,613.5,613.5,-200,0
111.27,1,1,614.22,614.22,-200,0
111.27,1,1,614.94,614.94,-200,0
111.26,1,1,615.66,615.66,-200,0
111.27,1,1,616.38,616.38,-200,0
111.27,1,1,617.1,617.1,-200,0
111.27,1,1,617.82,617.82,-200,0
111.27,1,1,618.54,618.54,-200,0
111.27,1,1,619.26,619.26,-200,0
111.27,1,1,619.98,619.98,-200,0
111.27,1,1,620.7,620.7,-200,0
111.28,1,1,621.42,621.42,-200,0
111.27,1,1,622.14,622.14,-200,0
111.27,1,1,622.86,622.86,-200,0
111.27,1,1,623.58,623.58,-200,0
111.27,1,1,624.3,624.3,-200,0
111.27,1,1,625.02,625.02,-200,0
111.28,1,1,625.74,625.74,-200,0
111.28,1,1,626.46,626.46,-200,0
111.27,1,1,627.18,627.18,-200,0
111.28,1,1,627.9,627.9,-200,0
111.28,1,1,628.62,628.62,-200,0
111.28,1,1,629.34,629.34,-200,0
111.28,1,1,630.06,630.06,-200,0
111.28,1,1,630.78,630.78,-200,0
111.28,1,1,631.5,631.5,-200,0
111.28,1,1,632.22,632.22,-200,0
111.28,1,1,632.94,632.94,-200,0
111.28,1,1,633.66,633.66,-200,0
111.28,1,1,634.38,634.38,-200,0
111.28,1,1,635.1,635.1,-200,0
111.28,1,1,635.82,635.82,-200,0
111.29,1,1,636.54,636.54,-200,0
111.29,1,1,637.26,637.26,-200,0
111.29,1,1,637.98,637.98,-200,0
111.29,1,1,638.7,638.7,-200,0
111.29,1,1,639.42,639.42,-200,0
111.29,1,1,640.14,640.14,-200,0
111.29,1,1,640.86,640.86,-200,0
111.29,1,1,641.58,641.58,-200,0
111.29,1,1,642.3,642.3,-200,0
111.29,1,1,643.02,643.02,-200,0
111.29,1,1,643.74,643.74,-200,0
111.3,1,1,644.46,644.46,-200,0
111.29,1,1,645.18,645.18,-200,0
111.3,1,1,645.9,645.9,-200,0
111.3,1,1,646.62,646.62,-200,0
111.3,1,1,647.34,647.34,-200,0
111.3,1,1,648.06,648.06,-200,0
111.3,1,1,648.78,648.78,-200,0
111.3,1,1,649.5,649.5,-200,0
111.31,1,1,650.23,650.23,-200,0
111.31,1,1,650.95,650.95,-200,0
111.31,1,1,651.67,651.67,-200,0
111.31,1,1,652.39,652.39,-200,0
111.31,1,1,653.11,653.11,-200,0
111.31,1,1,653.83,653.83,-200,0
111.31,1,1,654.55,654.55,-200,0
111.31,1,1,655.27,655.27,-200,0
111.31,1,1,655.99,655.99,-200,0
111.32,1,1,656.71,656.71,-200,0
111.32,1,1,657.43,657.43,-200,0
111.32,1,1,658.15,658.15,-200,0
111.32,1,1,658.87,658.87,-200,0
111.32,1,1,659.59,659.59,-200,0
111.32,1,1,660.31,660.31,-200,0
111.32,1,1,661.03,661.03,-200,0
111.32,1,1,661.75,661.75,-200,0
111.32,1,1,662.47,662.47,-200,0
111.32,1,1,663.19,663.19,-200,0
111.33,1,1,663.91,663.91,-200,0
111.33,1,1,664.63,664.63,-200,0
111.33,1,1,665.35,665.35,-200,0
111.33,1,1,666.07,666.07,-200,0
111.33,1,1,666.79,666.79,-200,0
111.33,1,1,667.51,667.51,-200,0
111.33,1,1,668.23,668.23,-200,0
111.34,1,1,668.95,668.95,-200,0
111.34,1,1,669.67,669.67,-200,0
111.34,1,1,670.39,670.39,-200,0
111.34,1,1,671.11,671.11,-200,0
111.34,1,1,671.83,671.83,-200,0
111.34,1,1,672.55,672.55,-200,0
111.35,1,1,673.27,673.27,-200,0
111.35,1,1,673.99,673.99,-200,0
111.35,1,1,674.71,674.71,-200,0
111.35,1,1,675.43,675.43,-200,0
111.35,1,1,676.15,676.15,-200,0
111.35,1,1,676.87,676.87,-200,0
111.35,1,1,677.59,677.59,-200,0
111.35,1,1,678.31,678.31,-200,0
111.36,1,1,679.03,679.03,-200,0
111.36,1,1,679.75,679.75,-200,0
111.36,1,1,680.47,680.47,-200,0
111.36,1,1,681.19,681.19,-200,0
111.36,1,1,681.91,681.91,-200,0
111.36,1,1,682.63,682.63,-200,0
111.36,1,1,683.35,683.35,-200,0
111.37,1,1,684.07,684.07,-200,0
111.37,1,1,684.79,684.79,-200,0
111.37,1,1,685.51,685.51,-200,0
111.37,1,1,686.23,686.23,-200,0
111.37,1,1,686.95,686.95,-200,0
111.37,1,1,687.67,687.67,-200,0
111.38,1,1,688.39,688.39,-200,0
111.38,1,1,689.11,689.11,-200,0
111.38,1,1,689.83,689.83,-200,0
111.38,1,1,690.55,690.55,-200,0
111.38,1,1,691.27,691.27,-200,0
111.38,1,1,691.99,691.99,-200,0
111.38,1,1,692.71,692.71,-200,0
111.39,1,1,693.43,693.43,-200,0
111.39,1,1,694.15,694.15,-200,0
111.39,1,1,694.87,694.87,-200,0
111.39,100,1,695.59,695.59,-200,0
111.39,100,1,696.31,696.31,-200,0
111.39,100,1,697.03,697.03,-200,0
111.39,100,1,697.75,697.75,-200,0
111.39,100,1,698.47,698.47,-200,0
111.39,100,1,699.19,699.19,-200,0
111.4,100,1,699.91,699.91,-200,0
111.4,100,1,700.63,700.63,-200,0
111.4,100,1,701.35,701.35,-200,0
111.4,100,1,702.07,702.07,-200,0
111.4,100,1,702.79,702.79,-200,0
111.4,100,1,703.51,703.51,-200,0
111.4,100,1,704.23,704.23,-200,0
111.4,100,1,704.95,704.95,-200,0
111.42,1,1,705.67,705.67,-200,0
111.43,1,1,706.39,706.39,-200,0
111.47,1,1,707.11,707.11,-200,0
111.47,1,1,707.83,707.83,-200,0
111.51,1,1,708.55,708.55,-200,0
111.51,1,1,709.27,709.27,-200,0
111.55,1,1,709.99,709.99,-200,0
111.55,1,1,710.71,710.71,-200,0
111.59,1,1,711.43,711.43,-200,0
111.59,1,1,712.15,712.15,-200,0
111.64,1,1,712.87,712.87,-200,0
111.64,1,1,713.59,713.59,-200,0
111.68,1,1,714.31,714.31,-200,0
111.68,1,1,715.03,715.03,-200,0
111.72,1,1,715.75,715.75,-200,0
111.72,1,1,716.47,716.47,-200,0
111.76,1,1,717.19,717.19,-200,0
111.76,1,1,717.91,717.91,-200,0
111.8,1,1,718.63,718.63,-200,0
111.8,1,1,719.35,719.35,-200,0
111.84,1,1,720.07,720.07,-200,0
111.84,1,1,720.79,720.79,-200,0
111.89,1,1,721.51,721.51,-200,0
111.89,1,1,722.23,722.23,-200,0
111.93,1,1,722.95,722.95,-200,0
111.93,1,1,723.67,723.67,-200,0
111.93,1,1,724.39,724.39,-200,0
111.97,1,1,725.11,725.11,-200,0
111.97,1,1,725.83,725.83,-200,0
112.01,1,1,726.55,726.55,-200,0
112.01,1,1,727.27,727.27,-200,0
112.05,1,1,727.99,727.99,-200,0
112.05,1,1,728.71,728.71,-200,0
112.09,1,1,729.43,729.43,-200,0
112.09,1,1,730.15,730.15,-200,0
112.09,1,1,730.87,730.87,-200,0
112.13,1,1,731.59,731.59,-200,0
112.12,1,1,732.31,732.31,-200,0
112.17,1,1,733.03,733.03,-200,0
112.16,1,1,733.75,733.75,-200,0
112.2,1,1,734.47,734.47,-200,0
112.2,1,1,735.19,735.19,-200,0
112.25,1,1,735.91,735.91,-200,0
112.25,1,1,736.63,736.63,-200,0
112.24,1,1,737.35,737.35,-200,0
112.29,1,1,738.07,738.07,-200,0
112.29,1,1,738.79,738.79,-200,0
112.33,1,1,739.51,739.51,-200,0
112.33,1,1,740.23,740.23,-200,0
112.32,1,1,740.95,740.95,-200,0
112.36,1,1,741.67,741.67,-200,0
112.36,1,1,742.39,742.39,-200,0
112.4,1,1,743.11,743.11,-200,0
112.4,1,1,743.83,743.83,-200,0
112.43,1,1,744.55,744.55,-200,0
112.43,1,1,745.27,745.27,-200,0
112.42,1,1,745.99,745.99,-200,0
112.47,1,1,746.71,746.71,-200,0
112.47,1,1,747.43,747.43,-200,0
112.5,1,1,748.15,748.15,-200,0
112.5,1,1,748.87,748.87,-200,0
112.54,1,1,749.59,749.59,-200,0
112.54,1,1,750.32,750.32,-200,0
112.53,1,1,751.04,751.04,-200,0
112.58,1,1,751.76,751.76,-200,0
112.57,1,1,752.48,752.48,-200,0
112.61,1,1,753.2,753.2,-200,0
112.61,1,1,753.92,753.92,-200,0
112.6,1,1,754.64,754.64,-200,0
112.65,1,1,755.36,755.36,-200,0
112.64,1,1,756.08,756.08,-200,0
112.68,1,1,756.8,756.8,-200,0
112.67,1,1,757.52,757.52,-200,0
112.67,1,1,758.24,758.24,-200,0
112.72,1,1,758.96,758.96,-200,0
112.7,1,1,759.68,759.68,-200,0
112.75,1,1,760.4,760.4,-200,0
112.74,1,1,761.12,761.12,-200,0
112.74,1,1,761.84,761.84,-200,0
112.77,1,1,762.56,762.56,-200,0
112.77,1,1,763.28,763.28,-200,0
112.77,1,1,764,764,-200,0
112.8,1,1,764.72,764.72,-200,0
112.8,1,1,765.44,765.44,-200,0
112.85,1,1,766.16,766.16,-200,0
112.83,1,1,766.88,766.88,-200,0
112.83,1,1,767.6,767.6,-200,0
112.88,1,1,768.32,768.32,-200,0
112.88,1,1,769.04,769.04,-200,0
112.89,1,1,769.76,769.76,-200,0
112.89,1,1,770.48,770.48,-200,0
112.88,1,1,771.2,771.2,-200,0
112.93,1,1,771.92,771.92,-200,0
112.93,1,1,772.64,772.64,-200,0
112.95,1,1,773.36,773.36,-200,0
112.95,1,1,774.08,774.08,-200,0
112.94,1,1,774.8,774.8,-200,0
112.98,1,1,775.52,775.52,-200,0
112.98,1,1,776.24,776.24,-200,0
112.96,1,1,776.96,776.96,-200,0
113.01,1,1,777.68,777.68,-200,0
113.01,1,1,778.4,778.4,-200,0
113.04,1,1,779.12,779.12,-200,0
113.04,1,1,779.84,779.84,-200,0
113.02,1,1,780.56,780.56,-200,0
113.06,1,1,781.28,781.28,-200,0
113.06,1,1,782,782,-200,0
113.04,1,1,782.72,782.72,-200,0
113.08,1,1,783.44,783.44,-200,0
113.08,1,1,784.16,784.16,-200,0
113.1,1,1,784.88,784.88,-200,0
113.1,1,1,785.6,785.6,-200,0
113.08,1,1,786.32,786.32,-200,0
113.12,1,1,787.04,787.04,-200,0
113.12,1,1,787.76,787.76,-200,0
113.14,1,1,788.48,788.48,-200,0
113.14,1,1,789.2,789.2,-200,0
113.14,1,1,789.92,789.92,-200,0
113.17,1,1,790.64,790.64,-200,0
113.17,1,1,791.36,791.36,-200,0
113.17,1,1,792.08,792.08,-200,0
113.19,1,1,792.8,792.8,-200,0
113.19,1,1,793.52,793.52,-200,0
113.23,1,1,794.24,794.24,-200,0
113.2,1,1,794.96,794.96,-200,0
113.2,1,1,795.68,795.68,-200,0
113.22,1,1,796.4,796.4,-200,0
113.22,1,1,797.12,797.12,-200,0
113.26,1,1,797.84,797.84,-200,0
113.24,1,1,798.56,798.56,-200,0
113.24,1,1,799.28,799.28,-200,0
113.27,1,1,800,800,-200,0
113.25,1,1,800.72,800.72,-200,0
113.25,1,1,801.44,801.44,-200,0
113.29,1,1,802.16,802.16,-200,0
113.27,1,1,802.88,802.88,-200,0
113.31,1,1,803.6,803.6,-200,0
113.31,1,1,804.32,804.32,-200,0
113.28,1,1,805.04,805.04,-200,0
113.32,1,1,805.76,805.76,-200,0
113.29,1,1,806.48,806.48,-200,0
113.34,1,1,807.2,807.2,-200,0
113.32,1,1,807.92,807.92,-200,0
113.32,1,1,808.64,808.64,-200,0
113.34,1,1,809.36,809.36,-200,0
113.34,1,1,810.08,810.08,-200,0
113.34,1,1,810.8,810.8,-200,0
113.35,1,1,811.52,811.52,-200,0
113.35,1,1,812.24,812.24,-200,0
113.35,1,1,812.96,812.96,-200,0
113.37,1,1,813.68,813.68,-200,0
113.37,1,1,814.4,814.4,-200,0
113.37,1,1,815.12,815.12,-200,0
113.36,1,1,815.84,815.84,-200,0
113.39,1,1,816.56,816.56,-200,0
113.38,1,1,817.28,817.28,-200,0
113.38,1,1,818,818,-200,0
113.38,1,1,818.72,818.72,-200,0
113.4,1,1,819.44,819.44,-200,0
113.4,1,1,820.16,820.16,-200,0
113.4,1,1,820.88,820.88,-200,0
113.38,1,1,821.6,821.6,-200,0
113.41,1,1,822.32,822.32,-200,0
113.41,1,1,823.04,823.04,-200,0
113.39,1,1,823.76,823.76,-200,0
113.42,1,1,824.48,824.48,-200,0
113.42,1,1,825.2,825.2,-200,0
113.4,1,1,825.92,825.92,-200,0
113.43,1,1,826.64,826.64,-200,0
113.43,1,1,827.36,827.36,-200,0
113.41,1,1,828.08,828.08,-200,0
113.44,1,1,828.8,828.8,-200,0
113.44,1,1,829.52,829.52,-200,0
113.41,1,1,830.24,830.24,-200,0
113.44,1,1,830.96,830.96,-200,0
113.44,1,1,831.68,831.68,-200,0
113.41,1,1,832.4,832.4,-200,0
113.45,1,1,833.12,833.12,-200,0
113.45,1,1,833.84,833.84,-200,0
113.45,1,1,834.56,834.56,-200,0
113.45,1,1,835.28,835.28,-200,0
113.45,1,1,836,836,-200,0
113.46,1,1,836.72,836.72,-200,0
113.46,1,1,837.44,837.44,-200,0
113.43,1,1,838.16,838.16,-200,0
113.46,1,1,838.88,838.88,-200,0
113.46,1,1,839.6,839.6,-200,0
113.44,1,1,840.32,840.32,-200,0
113.44,1,1,841.04,841.04,-200,0
113.45,1,1,841.76,841.76,-200,0
113.45,1,1,842.48,842.48,-200,0
113.45,1,1,843.2,843.2,-200,0
113.46,1,1,843.92,843.92,-200,0
113.46,1,1,844.64,844.64,-200,0
113.46,1,1,845.36,845.36,-200,0
113.43,1,1,846.08,846.08,-200,0
113.47,1,1,846.8,846.8,-200,0
113.44,1,1,847.52,847.52,-200,0
113.44,1,1,848.24,848.24,-200,0
113.44,1,1,848.96,848.96,-200,0
113.44,1,1,849.68,849.68,-200,0
113.44,1,1,850.41,850.41,-200,0
113.44,1,1,851.13,851.13,-200,0
113.45,1,1,851.85,851.85,-200,0
113.45,1,1,852.57,852.57,-200,0
113.45,1,1,853.29,853.29,-200,0
113.42,1,1,854.01,854.01,-200,0
113.45,1,1,854.73,854.73,-200,0
113.45,1,1,855.45,855.45,-200,0
113.42,1,1,856.17,856.17,-200,0
113.42,1,1,856.89,856.89,-200,0
113.45,1,1,857.61,857.61,-200,0
113.42,1,1,858.33,858.33,-200,0
113.42,1,1,859.05,859.05,-200,0
113.42,1,1,859.77,859.77,-200,0
113.42,1,1,860.49,860.49,-200,0
113.42,1,1,861.21,861.21,-200,0
113.42,1,1,861.93,861.93,-200,0
113.42,1,1,862.65,862.65,-200,0
113.42,1,1,863.37,863.37,-200,0
113.39,1,1,864.09,864.09,-200,0
113.39,1,1,864.81,864.81,-200,0
113.42,1,1,865.53,865.53,-200,0
113.38,1,1,866.25,866.25,-200,0
113.38,1,1,866.97,866.97,-200,0
113.41,1,1,867.69,867.69,-200,0
113.38,1,1,868.41,868.41,-200,0
113.38,1,1,869.13,869.13,-200,0
113.38,1,1,869.85,869.85,-200,0
113.38,1,1,870.57,870.57,-200,0
113.38,1,1,871.29,871.29,-200,0
113.38,1,1,872.01,872.01,-200,0
113.35,1,1,872.73,872.73,-200,0
113.37,1,1,873.45,873.45,-200,0
113.37,1,1,874.17,874.17,-200,0
113.34,1,1,874.89,874.89,-200,0
113.34,1,1,875.61,875.61,-200,0
113.34,1,1,876.33,876.33,-200,0
113.33,1,1,877.05,877.05,-200,0
113.33,1,1,877.77,877.77,-200,0
113.33,1,1,878.49,878.49,-200,0
113.31,1,1,879.21,879.21,-200,0
113.31,1,1,879.93,879.93,-200,0
113.33,1,1,880.65,880.65,-200,0
113.3,1,1,881.37,881.37,-200,0
113.3,1,1,882.09,882.09,-200,0
113.3,1,1,882.81,882.81,-200,0
113.27,1,1,883.53,883.53,-200,0
113.3,1,1,884.25,884.25,-200,0
113.3,1,1,884.97,884.97,-200,0
113.26,1,1,885.69,885.69,-200,0
113.26,1,1,886.41,886.41,-200,0
113.29,1,1,887.13,887.13,-200,0
113.25,1,1,887.85,887.85,-200,0
113.25,1,1,888.57,888.57,-200,0
113.22,1,1,889.29,889.29,-200,0
113.24,1,1,890.01,890.01,-200,0
113.24,1,1,890.73,890.73,-200,0
113.21,1,1,891.45,891.45,-200,0
113.21,1,1,892.17,892.17,-200,0
113.23,1,1,892.89,892.89,-200,0
113.2,1,1,893.61,893.61,-200,0
113.2,1,1,894.33,894.33,-200,0
113.2,1,1,895.05,895.05,-200,0
113.19,1,1,895.77,895.77,-200,0
113.19,1,1,896.49,896.49,-200,0
113.19,1,1,897.21,897.21,-200,0
113.15,1,1,897.93,897.93,-200,0
113.18,1,1,898.65,898.65,-200,0
113.14,1,1,899.37,899.37,-200,0
113.14,1,1,900.09,900.09,-200,0
113.14,1,1,900.81,900.81,-200,0
113.12,1,1,901.53,901.53,-200,0
113.12,1,1,902.25,902.25,-200,0
113.12,1,1,902.97,902.97,-200,0
113.09,1,1,903.69,903.69,-200,0
113.12,1,1,904.41,904.41,-200,0
113.08,1,1,905.13,905.13,-200,0
113.08,1,1,905.85,905.85,-200,0
113.04,1,1,906.57,906.57,-200,0
113.04,1,1,907.29,907.29,-200,0
113.07,1,1,908.01,908.01,-200,0
113.04,1,1,908.73,908.73,-200,0
113.04,1,1,909.45,909.45,-200,0
113.04,1,1,910.17,910.17,-200,0
113,1,1,910.89,910.89,-200,0
113.02,1,1,911.61,911.61,-200,0
113.02,1,1,912.33,912.33,-200,0
112.97,1,1,913.05,913.05,-200,0
112.97,1,1,913.77,913.77,-200,0
112.97,1,1,914.49,914.49,-200,0
112.95,1,1,915.21,915.21,-200,0
112.95,1,1,915.93,915.93,-200,0
112.95,1,1,916.65,916.65,-200,0
112.91,1,1,917.37,917.37,-200,0
112.93,1,1,918.09,918.09,-200,0
112.93,1,1,918.81,918.81,-200,0
112.88,1,1,919.53,919.53,-200,0
112.88,1,1,920.25,920.25,-200,0
112.88,1,1,920.97,920.97,-200,0
112.86,1,1,921.69,921.69,-200,0
112.86,1,1,922.41,922.41,-200,0
112.86,1,1,923.13,923.13,-200,0
112.82,1,1,923.85,923.85,-200,0
112.82,1,1,924.57,924.57,-200,0
112.83,1,1,925.29,925.29,-200,0
112.83,1,1,926.01,926.01,-200,0
112.78,1,1,926.73,926.73,-200,0
112.78,1,1,927.45,927.45,-200,0
112.78,1,1,928.17,928.17,-200,0
112.75,1,1,928.89,928.89,-200,0
112.75,1,1,929.61,929.61,-200,0
112.75,1,1,930.33,930.33,-200,0
112.75,1,1,931.05,931.05,-200,0
112.71,1,1,931.77,931.77,-200,0
112.71,1,1,932.49,932.49,-200,0
112.71,1,1,933.21,933.21,-200,0
112.68,1,1,933.93,933.93,-200,0
112.68,1,1,934.65,934.65,-200,0
112.64,1,1,935.37,935.37,-200,0
112.64,1,1,936.09,936.09,-200,0
112.63,1,1,936.81,936.81,-200,0
112.63,1,1,937.53,937.53,-200,0
112.63,1,1,938.25,938.25,-200,0
112.59,1,1,938.97,938.97,-200,0
112.59,1,1,939.69,939.69,-200,0
112.55,1,1,940.41,940.41,-200,0
112.58,1,1,941.13,941.13,-200,0
112.58,1,1,941.85,941.85,-200,0
112.54,1,1,942.57,942.57,-200,0
112.54,1,1,943.29,943.29,-200,0
112.5,1,1,944.01,944.01,-200,0
112.5,1,1,944.73,944.73,-200,0
112.5,1,1,945.45,945.45,-200,0
112.46,1,1,946.17,946.17,-200,0
112.46,1,1,946.89,946.89,-200,0
112.42,1,1,947.61,947.61,-200,0
112.42,1,1,948.33,948.33,-200,0
