"wetting potential","permeability-X","permeability-Y","permeability-Offdiagonal","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.3986,1,1,0,1,0.11081,0.11081,0.7,0
1.3978,1,1,0,1,0.11106,0.11106,0.7,0
1.3978,1,1,0,1,0.11131,0.11131,0.7,0
1.3978,1,1,0,1,0.11155,0.11155,0.7,0
1.3978,1,1,0,1,0.1118,0.1118,0.7,0
1.397,1,1,0,1,0.11205,0.11205,0.7,0
1.397,1,1,0,1,0.1123,0.1123,0.7,0
1.397,1,1,0,1,0.11255,0.11255,0.7,0
1.397,1,1,0,1,0.1128,0.1128,0.7,0
1.3962,1,1,0,1,0.11305,0.11305,0.7,0
1.3962,1,1,0,1,0.1133,0.1133,0.7,0
1.3962,1,1,0,1,0.11355,0.11355,0.7,0
1.3962,1,1,0,1,0.1138,0.1138,0.7,0
1.3955,1,1,0,1,0.11405,0.11405,0.7,0
1.3955,1,1,0,1,0.1143,0.1143,0.7,0
1.3955,1,1,0,1,0.11455,0.11455,0.7,0
1.3955,1,1,0,1,0.1148,0.1148,0.7,0
1.3947,1,1,0,1,0.11505,0.11505,0.7,0
1.3947,1,1,0,1,0.1153,0.1153,0.7,0
1.3947,1,1,0,1,0.11555,0.11555,0.7,0
1.3947,1,1,0,1,0.1158,0.1158,0.7,0
1.3939,1,1,0,1,0.11605,0.11605,0.7,0
