0.10000D+08,0.15767D-02,0.36465D-01,0.15028D-09
0.20000D+08,0.10586D-01,0.93941D-01,0.88986D-09
0.30000D+08,0.38624D-01,0.15027D+00,0.28719D-08
0.40000D+08,0.10197D+00,0.19605D+00,0.67312D-08
0.50000D+08,0.21877D+00,0.23078D+00,0.12877D-07
0.60000D+08,0.40601D+00,0.25694D+00,0.21419D-07
0.70000D+08,0.67749D+00,0.27704D+00,0.32214D-07
0.80000D+08,0.10429D+01,0.29293D+00,0.44962D-07
0.90000D+08,0.15077D+01,0.30586D+00,0.59307D-07
0.10000D+09,0.20741D+01,0.31663D+00,0.74898D-07
0.11000D+09,0.27411D+01,0.32577D+00,0.91429D-07
0.12000D+09,0.35060D+01,0.33366D+00,0.10865D-06
0.13000D+09,0.43643D+01,0.34055D+00,0.12634D-06
0.14000D+09,0.53106D+01,0.34663D+00,0.14437D-06
0.15000D+09,0.63391D+01,0.35205D+00,0.16260D-06
0.16000D+09,0.74435D+01,0.35692D+00,0.18094D-06
0.17000D+09,0.86174D+01,0.36132D+00,0.19933D-06
0.18000D+09,0.98548D+01,0.36531D+00,0.21770D-06
0.19000D+09,0.11150D+02,0.36897D+00,0.23601D-06
0.20000D+09,0.12497D+02,0.37232D+00,0.25424D-06
0.21000D+09,0.13890D+02,0.37541D+00,0.27236D-06
0.22000D+09,0.15325D+02,0.37827D+00,0.29034D-06
0.23000D+09,0.16798D+02,0.38092D+00,0.30818D-06
0.24000D+09,0.18304D+02,0.38339D+00,0.32587D-06
0.25000D+09,0.19839D+02,0.38570D+00,0.34339D-06
0.26000D+09,0.21400D+02,0.38786D+00,0.36074D-06
0.27000D+09,0.22985D+02,0.38988D+00,0.37792D-06
0.28000D+09,0.24589D+02,0.39179D+00,0.39493D-06
0.29000D+09,0.26212D+02,0.39359D+00,0.41176D-06
0.30000D+09,0.27849D+02,0.39528D+00,0.42841D-06
0.31000D+09,0.29500D+02,0.39688D+00,0.44489D-06
0.32000D+09,0.31162D+02,0.39841D+00,0.46119D-06
0.33000D+09,0.32834D+02,0.39985D+00,0.47732D-06
0.34000D+09,0.34514D+02,0.40122D+00,0.49328D-06
0.35000D+09,0.36200D+02,0.40253D+00,0.50906D-06
0.36000D+09,0.37891D+02,0.40377D+00,0.52468D-06
0.37000D+09,0.39587D+02,0.40496D+00,0.54013D-06
0.38000D+09,0.41285D+02,0.40610D+00,0.55542D-06
0.39000D+09,0.42986D+02,0.40719D+00,0.57054D-06
0.40000D+09,0.44687D+02,0.40823D+00,0.58550D-06
0.41000D+09,0.46388D+02,0.40923D+00,0.60031D-06
0.42000D+09,0.48089D+02,0.41019D+00,0.61496D-06
0.43000D+09,0.49789D+02,0.41112D+00,0.62946D-06
0.44000D+09,0.51486D+02,0.41200D+00,0.64380D-06
0.45000D+09,0.53180D+02,0.41286D+00,0.65800D-06
0.46000D+09,0.54872D+02,0.41368D+00,0.67205D-06
0.47000D+09,0.56559D+02,0.41448D+00,0.68595D-06
0.48000D+09,0.58242D+02,0.41524D+00,0.69971D-06
0.49000D+09,0.59921D+02,0.41598D+00,0.71333D-06
0.50000D+09,0.61594D+02,0.41670D+00,0.72681D-06
0.51000D+09,0.63262D+02,0.41739D+00,0.74015D-06
0.52000D+09,0.64924D+02,0.41806D+00,0.75335D-06
0.53000D+09,0.66580D+02,0.41871D+00,0.76642D-06
0.54000D+09,0.68229D+02,0.41934D+00,0.77936D-06
0.55000D+09,0.69871D+02,0.41995D+00,0.79216D-06
0.56000D+09,0.71506D+02,0.42054D+00,0.80483D-06
