0.00000D+00,0.40000D+01,0.00000D+00,0.10000D-01,0.00000D+00,0.10000D-01
0.17321D+00,0.39536D+01,0.17321D+00,0.10000D-01,0.15362D+00,0.10000D-01
0.34641D+00,0.39425D+01,0.34641D+00,0.10000D-01,0.30725D+00,0.10000D-01
0.51962D+00,0.39313D+01,0.51962D+00,0.10000D-01,0.46087D+00,0.10000D-01
0.69282D+00,0.39202D+01,0.69282D+00,0.10000D-01,0.61449D+00,0.10000D-01
0.86603D+00,0.39090D+01,0.86603D+00,0.10000D-01,0.76811D+00,0.10000D-01
0.10392D+01,0.38979D+01,0.10392D+01,0.10000D-01,0.92174D+00,0.10000D-01
0.12124D+01,0.38867D+01,0.12124D+01,0.10000D-01,0.10754D+01,0.10000D-01
0.13856D+01,0.38756D+01,0.13856D+01,0.10000D-01,0.12290D+01,0.10000D-01
0.15588D+01,0.38645D+01,0.15588D+01,0.10000D-01,0.13826D+01,0.10000D-01
0.17321D+01,0.38533D+01,0.17321D+01,0.10000D-01,0.15362D+01,0.10000D-01
0.19053D+01,0.38422D+01,0.19053D+01,0.10000D-01,0.16899D+01,0.10000D-01
0.20785D+01,0.38310D+01,0.20785D+01,0.10000D-01,0.18435D+01,0.10000D-01
0.22517D+01,0.38199D+01,0.22517D+01,0.10000D-01,0.19971D+01,0.10000D-01
0.24249D+01,0.38087D+01,0.24249D+01,0.10000D-01,0.21507D+01,0.10000D-01
0.25981D+01,0.37976D+01,0.25981D+01,0.10000D-01,0.23043D+01,0.10000D-01
0.27713D+01,0.37865D+01,0.27713D+01,0.10000D-01,0.24580D+01,0.10000D-01
0.29445D+01,0.37753D+01,0.29445D+01,0.10000D-01,0.26116D+01,0.10000D-01
0.31177D+01,0.37671D+01,0.31177D+01,0.10000D-01,0.27652D+01,0.10000D-01
0.32909D+01,0.37547D+01,0.32909D+01,0.10000D-01,0.29188D+01,0.10000D-01
0.34641D+01,0.37422D+01,0.34641D+01,0.10000D-01,0.30725D+01,0.10000D-01
0.36373D+01,0.37298D+01,0.36373D+01,0.10000D-01,0.32261D+01,0.10000D-01
0.38105D+01,0.37173D+01,0.38105D+01,0.10000D-01,0.33797D+01,0.10000D-01
0.39837D+01,0.37049D+01,0.39837D+01,0.10000D-01,0.35333D+01,0.10000D-01
0.41569D+01,0.36925D+01,0.41569D+01,0.10000D-01,0.36869D+01,0.10000D-01
0.43301D+01,0.36800D+01,0.43301D+01,0.10000D-01,0.38406D+01,0.10000D-01
0.45033D+01,0.36676D+01,0.45033D+01,0.10000D-01,0.39942D+01,0.10000D-01
0.46765D+01,0.36551D+01,0.46765D+01,0.10000D-01,0.41478D+01,0.10000D-01
0.48497D+01,0.36427D+01,0.48497D+01,0.10000D-01,0.43014D+01,0.10000D-01
0.50229D+01,0.36303D+01,0.50229D+01,0.10000D-01,0.44551D+01,0.10000D-01
0.51962D+01,0.36178D+01,0.51962D+01,0.10000D-01,0.46087D+01,0.10000D-01
0.53694D+01,0.36054D+01,0.53694D+01,0.10000D-01,0.47623D+01,0.10000D-01
0.55426D+01,0.35929D+01,0.55426D+01,0.10000D-01,0.49159D+01,0.10000D-01
0.57158D+01,0.35805D+01,0.57158D+01,0.10000D-01,0.50696D+01,0.10000D-01
0.58890D+01,0.35681D+01,0.58890D+01,0.10000D-01,0.52232D+01,0.10000D-01
0.60622D+01,0.35556D+01,0.60622D+01,0.10000D-01,0.53768D+01,0.10000D-01
0.62354D+01,0.35432D+01,0.62354D+01,0.10000D-01,0.55304D+01,0.10000D-01
0.64086D+01,0.35307D+01,0.64086D+01,0.10000D-01,0.56840D+01,0.10000D-01
0.65818D+01,0.35111D+01,0.65818D+01,0.10000D-01,0.58377D+01,0.10000D-01
0.67550D+01,0.34968D+01,0.67550D+01,0.10000D-01,0.59913D+01,0.10000D-01
0.69282D+01,0.34824D+01,0.69282D+01,0.10000D-01,0.61449D+01,0.10000D-01
0.71014D+01,0.34681D+01,0.71014D+01,0.10000D-01,0.62985D+01,0.10000D-01
0.72746D+01,0.34538D+01,0.72746D+01,0.10000D-01,0.64522D+01,0.10000D-01
0.74478D+01,0.34394D+01,0.74478D+01,0.10000D-01,0.66058D+01,0.10000D-01
0.76210D+01,0.34251D+01,0.76210D+01,0.10000D-01,0.67594D+01,0.10000D-01
0.77942D+01,0.34107D+01,0.77942D+01,0.10000D-01,0.69130D+01,0.10000D-01
0.79674D+01,0.33964D+01,0.79674D+01,0.10000D-01,0.70667D+01,0.10000D-01
0.81406D+01,0.33821D+01,0.81406D+01,0.10000D-01,0.72203D+01,0.10000D-01
0.83138D+01,0.33677D+01,0.83138D+01,0.10000D-01,0.73739D+01,0.10000D-01
0.84870D+01,0.33534D+01,0.84870D+01,0.10000D-01,0.75275D+01,0.10000D-01
0.86603D+01,0.33391D+01,0.86603D+01,0.10000D-01,0.76811D+01,0.10000D-01
0.88335D+01,0.33247D+01,0.88335D+01,0.10000D-01,0.78348D+01,0.10000D-01
0.90067D+01,0.33104D+01,0.90067D+01,0.10000D-01,0.79884D+01,0.10000D-01
0.91799D+01,0.33020D+01,0.91799D+01,0.10000D-01,0.81420D+01,0.99999D-02
0.93531D+01,0.32914D+01,0.93531D+01,0.10000D-01,0.82956D+01,0.99999D-02
0.95263D+01,0.32808D+01,0.95263D+01,0.10000D-01,0.84493D+01,0.99999D-02
0.96995D+01,0.32702D+01,0.96995D+01,0.10000D-01,0.86029D+01,0.99999D-02
0.98727D+01,0.32596D+01,0.98727D+01,0.10000D-01,0.87565D+01,0.99999D-02
0.10046D+02,0.32490D+01,0.10046D+02,0.10000D-01,0.89101D+01,0.99999D-02
0.10219D+02,0.32340D+01,0.10219D+02,0.10000D-01,0.90638D+01,0.99999D-02
0.10392D+02,0.32225D+01,0.10392D+02,0.10000D-01,0.92174D+01,0.99999D-02
0.10566D+02,0.32110D+01,0.10566D+02,0.10000D-01,0.93710D+01,0.99999D-02
0.10739D+02,0.31995D+01,0.10739D+02,0.10000D-01,0.95246D+01,0.99999D-02
0.10912D+02,0.31880D+01,0.10912D+02,0.10000D-01,0.96782D+01,0.99999D-02
0.11085D+02,0.31765D+01,0.11085D+02,0.10000D-01,0.98319D+01,0.99999D-02
0.11258D+02,0.31650D+01,0.11258D+02,0.10000D-01,0.99855D+01,0.99999D-02
0.11432D+02,0.31536D+01,0.11432D+02,0.10000D-01,0.10139D+02,0.99999D-02
0.11605D+02,0.31421D+01,0.11605D+02,0.10000D-01,0.10293D+02,0.99999D-02
0.11778D+02,0.31306D+01,0.11778D+02,0.10000D-01,0.10446D+02,0.99999D-02
0.11951D+02,0.31191D+01,0.11951D+02,0.10000D-01,0.10600D+02,0.99999D-02
0.12124D+02,0.31076D+01,0.12124D+02,0.10000D-01,0.10754D+02,0.99999D-02
0.12298D+02,0.30961D+01,0.12298D+02,0.10000D-01,0.10907D+02,0.99999D-02
0.12471D+02,0.30846D+01,0.12471D+02,0.10000D-01,0.11061D+02,0.99999D-02
0.12644D+02,0.30731D+01,0.12644D+02,0.10000D-01,0.11214D+02,0.99999D-02
0.12817D+02,0.30616D+01,0.12817D+02,0.10000D-01,0.11368D+02,0.99999D-02
0.12990D+02,0.30502D+01,0.12990D+02,0.10000D-01,0.11522D+02,0.99999D-02
