50,0.00339771,0.063188989,0.033436583,0.091200157,0.051991309,0.018933133,0.012315193,0.017844033,0.037539761,0.002417594,0.005505483,0.002736485,0.000441129,0.023402891,0.001408398,0.001455642,0.007008025,0.001885702,0.02756145,0.001485728,0.001260368,0.00035181,0.000376823,0.000533912,0.007020657,0.000685639,0.016044325,0.083647245,0.001143656,3.74309E-05,4.14144E-05,0.000941812,0.001820018,0.001128317,0.006195958,0.011405412,0.004702673,9.63648E-05,0.000369159,0.008726507,0.026705993,0.020148008,0.011283637,0.010183054,0.001568598,0.000849778,0.001705848,0.000902131,1.90E-07,0.00048743,0.001039448,0.021204328
100,0.013112193,0.157340834,0.107039025,0.25446097,0.1638245,0.071592568,0.049758347,0.072278076,0.125436153,0.013686832,0.027454089,0.01512805,0.002054027,0.081081185,0.006776642,0.005884922,0.02620303,0.009447944,0.088686953,0.00764712,0.006657715,0.002110123,0.002323285,0.003186505,0.032220278,0.003972666,0.069388213,0.242474184,0.006572446,0.000269288,0.000335253,0.005916935,0.009753076,0.006551052,0.027664826,0.049435369,0.022970684,0.0006944,0.002290597,0.034883127,0.104943192,0.084250602,0.050500266,0.043759771,0.006853367,0.003103979,0.005814604,0.004481698,1.96E-06,0.002255554,0.00481751,0.07624782
150,0.030099869,0.26006729,0.206884449,0.428086245,0.303056886,0.156795015,0.116209843,0.165899718,0.244455927,0.042229877,0.075643069,0.045866604,0.005813086,0.165194055,0.019207062,0.014397202,0.057931736,0.027401397,0.170651531,0.022751975,0.020186371,0.007190516,0.00802439,0.01068526,0.084082237,0.012796028,0.166389011,0.420032161,0.021106952,0.001105481,0.001459486,0.020181668,0.029417539,0.02136917,0.071250848,0.121974244,0.063406463,0.002736394,0.007933559,0.082033927,0.231836072,0.195743138,0.125810532,0.107621422,0.017889207,0.006547524,0.011639738,0.013132991,1.07311E-05,0.006181267,0.012985193,0.157223798
200,0.054142188,0.361952171,0.315118325,0.574231152,0.436089793,0.262115492,0.206055933,0.286150814,0.368945585,0.094222666,0.152670553,0.100973076,0.012990561,0.261939104,0.041624551,0.027866209,0.099438666,0.059852484,0.259622494,0.050882316,0.045805093,0.01817725,0.020388176,0.026415021,0.16379752,0.030220387,0.294810586,0.575917373,0.049810416,0.003353074,0.004533657,0.049552094,0.065688593,0.051230958,0.138291395,0.22521935,0.129873097,0.007801753,0.020141085,0.148227301,0.382788917,0.336854266,0.232004138,0.198978126,0.036406552,0.010614897,0.018200397,0.029413149,4.15815E-05,0.013139517,0.026825007,0.247437317
250,0.084679077,0.458304611,0.4190922,0.684387193,0.545963369,0.373071527,0.30876153,0.415192223,0.482700001,0.170436407,0.252891575,0.180703319,0.025154823,0.360394246,0.076072196,0.047081288,0.147109818,0.10894376,0.347182883,0.094633914,0.08619405,0.037812907,0.042397393,0.053536754,0.265269612,0.058424736,0.433920477,0.69707426,0.096196041,0.008297411,0.011256472,0.098110679,0.120904732,0.100246472,0.224434159,0.346888096,0.219829785,0.017984936,0.041725434,0.227753475,0.530752415,0.482947121,0.355307221,0.307966589,0.063769947,0.014833276,0.02495005,0.055498009,0.000127866,0.023964485,0.047186625,0.333450608
300,0.121047993,0.546367522,0.512540738,0.76410956,0.630240411,0.47872277,0.413656813,0.537983849,0.579751364,0.265951265,0.365597539,0.279483484,0.044021605,0.454152818,0.123218598,0.072725487,0.197770907,0.174193343,0.429321446,0.154305002,0.141940099,0.068348597,0.076334271,0.094082273,0.378205547,0.098072079,0.565311064,0.78589459,0.160944459,0.017652034,0.023738392,0.166534898,0.19408575,0.16928188,0.321793109,0.472258791,0.325651014,0.035554879,0.074682562,0.31339266,0.658217604,0.61487101,0.480626162,0.422457318,0.100843701,0.018974477,0.031873373,0.092711411,0.000332049,0.039383238,0.074454354,0.408758694
350,0.162429079,0.624617765,0.593533663,0.821715783,0.693454549,0.572967307,0.512696652,0.645419707,0.659928058,0.372242564,0.479333546,0.38822465,0.071173174,0.540023577,0.182206215,0.105257992,0.249138605,0.252658887,0.504262073,0.227804878,0.211385794,0.110978383,0.123164655,0.148367284,0.491799269,0.148246123,0.677907044,0.849378625,0.241616603,0.033352977,0.044146755,0.25178019,0.28127255,0.255452779,0.421793043,0.589054703,0.437482416,0.062491591,0.119643954,0.398369679,0.758731392,0.723077414,0.596311284,0.531983664,0.147813009,0.02302126,0.039311461,0.141256931,0.000756849,0.059922078,0.108505154,0.472184625
400,0.207803218,0.6924968,0.662353798,0.863990214,0.741570712,0.653570119,0.601164161,0.73393259,0.725241652,0.480032029,0.585011885,0.497317715,0.107726517,0.616635256,0.250842564,0.144787259,0.299805596,0.339718026,0.571223304,0.311195767,0.291074465,0.165527658,0.182270176,0.214887318,0.59737045,0.206833832,0.767827663,0.894257362,0.333321989,0.057232196,0.074259186,0.34802147,0.376637168,0.352919757,0.517330608,0.689695241,0.546036129,0.10004076,0.175730929,0.47759104,0.833293431,0.805954538,0.695658573,0.629638437,0.204057508,0.027090179,0.047778097,0.20019118,0.001554193,0.085819716,0.148708901,0.52519393
450,0.256006429,0.750196524,0.720184346,0.8955886,0.779518843,0.720673849,0.677157652,0.803729312,0.778125555,0.581542552,0.677135438,0.598924511,0.154050904,0.68361772,0.326030974,0.190985452,0.349036546,0.430101574,0.629967935,0.399585389,0.376538908,0.230458793,0.251566413,0.290658579,0.689489181,0.271102047,0.836021985,0.925778649,0.429939915,0.090651976,0.115056525,0.448241574,0.473841793,0.454473581,0.603738185,0.771276271,0.644384911,0.148413826,0.24079039,0.548064002,0.886319073,0.866408475,0.77632941,0.712197542,0.268146629,0.031373611,0.057839204,0.267597963,0.00292951,0.116977167,0.19400621,0.569993103
500,0.305839504,0.79843333,0.768465891,0.919557501,0.810662366,0.775595072,0.740674289,0.85701837,0.820821177,0.671604518,0.75356705,0.688036559,0.209616156,0.741196989,0.404296025,0.243068117,0.396529227,0.518842808,0.680668195,0.488052976,0.463146702,0.303152598,0.327917244,0.371831244,0.765882025,0.33824168,0.885808547,0.947801216,0.525403541,0.134198045,0.166469536,0.545789688,0.567205733,0.553197303,0.67874842,0.834332227,0.728570969,0.206704576,0.311868121,0.608684649,0.922960448,0.909013448,0.838988007,0.779268306,0.337974043,0.0361083,0.070040999,0.340885928,0.005139552,0.152956907,0.243052909,0.60860909
