0.01,0.023878,0.0477983,0.0124849,0.000697474,0.0044392,0.00340687,0.00460363,0.00347623
0.02,0.0671925,0.106791,0.0426513,0.00333165,0.0203963,0.0158405,0.0212522,0.0159795
0.03,0.116859,0.1568,0.084725,0.00894211,0.0509254,0.0400448,0.0532835,0.0400038
0.04,0.164972,0.195489,0.130383,0.0179026,0.092806,0.0739853,0.0974048,0.0733706
0.05,0.20939,0.225778,0.174434,0.0299465,0.139787,0.113232,0.14693,0.111823
0.06,0.250745,0.250583,0.215314,0.0444552,0.186529,0.153993,0.195924,0.151978
0.07,0.290189,0.271843,0.253426,0.0607497,0.230239,0.194361,0.241062,0.192347
0.08,0.328433,0.290731,0.289626,0.0782634,0.270275,0.233938,0.281374,0.232788
0.09,0.365608,0.307961,0.324484,0.0965882,0.307076,0.272935,0.317203,0.273559
0.1,0.401451,0.323986,0.358146,0.115445,0.341315,0.311509,0.349333,0.31469
0.11,0.43555,0.339102,0.390454,0.134633,0.373493,0.349513,0.378518,0.3558
0.12,0.467524,0.353509,0.42113,0.15398,0.403859,0.38653,0.405325,0.396212
0.13,0.497113,0.367338,0.449908,0.173326,0.432472,0.422035,0.430137,0.435147
0.14,0.524214,0.380681,0.47661,0.192516,0.459303,0.455537,0.4532,0.471911
0.15,0.548856,0.3936,0.501171,0.211402,0.48431,0.486679,0.474685,0.505999
0.16,0.571172,0.406141,0.523629,0.229856,0.507486,0.51527,0.494717,0.537132
0.17,0.591358,0.418343,0.544099,0.247772,0.528873,0.541282,0.513406,0.565239
0.18,0.609637,0.430238,0.562743,0.265076,0.548557,0.56481,0.530851,0.590414
0.19,0.626238,0.441858,0.579745,0.281718,0.566661,0.586032,0.54715,0.61286
0.2,0.641376,0.453227,0.595294,0.297674,0.583323,0.605174,0.5624,0.632843
0.21,0.655246,0.464371,0.609568,0.312941,0.598689,0.622473,0.576693,0.650654
0.22,0.668015,0.47531,0.622726,0.327531,0.612901,0.638161,0.590117,0.666577
0.23,0.679829,0.48606,0.634909,0.341466,0.626089,0.652448,0.602753,0.680877
