50,0.00300685,0.0617198,0.0323136,0.0893825,0.0477223,0.017771,0.0114278,0.0172846,0.0360668,0.00206741,0.00513935,0.00243773,0.000405686,0.02205,0.00127045,0.00124273,0.00598956,0.00160672,0.0265213,0.00125522,0.000928783,0.000251241,0.000283752,0.00042768,0.00634851,0.000548652,0.0154727,0.0821633,0.000995886,2.83712e-05,3.19569e-05,0.000802944,0.00153049,0.000977184,0.00572703,0.0103017,0.00420311,7.81875e-05,0.000276498,0.00794453,0.0251322,0.0188875,0.0108814,0.00951504,0.00142971,0.00066763,0.00147158,0.000791147,4.81896e-08,0.000405962,0.000874154,0.0187454,3.05841e-318
100,0.0119008,0.154566,0.104997,0.252399,0.156081,0.0686483,0.0472058,0.0715412,0.122521,0.0121992,0.0263415,0.0139694,0.00189951,0.077926,0.00625268,0.00518681,0.0232896,0.0083811,0.0871709,0.00673193,0.0052032,0.00159868,0.00184655,0.00268136,0.0300618,0.00332381,0.0679193,0.24171,0.00596105,0.000214223,0.000271276,0.00522589,0.00854334,0.00589854,0.026116,0.0460273,0.0212273,0.000584961,0.00181553,0.0325702,0.101062,0.0807629,0.0494934,0.0417968,0.0063158,0.00263656,0.00525078,0.00405273,5.62295e-07,0.00193277,0.00417688,0.070634,7.72738e-319
150,0.0277616,0.256259,0.204267,0.427247,0.296111,0.152624,0.112136,0.166315,0.241163,0.0389178,0.0740445,0.0435705,0.00539407,0.160838,0.0180462,0.0129862,0.0531636,0.0250803,0.169495,0.0206821,0.0165554,0.00572307,0.00667084,0.00935496,0.0803037,0.011098,0.164643,0.421126,0.0197759,0.000916539,0.00122907,0.018353,0.0266084,0.0198414,0.0684139,0.116198,0.060124,0.00237951,0.00658929,0.0780726,0.227181,0.191024,0.124697,0.104482,0.016626,0.00590575,0.0108586,0.0121625,3.45347e-06,0.00541859,0.0115422,0.150544,3.31256e-319
200,0.0505115,0.357652,0.312108,0.574582,0.432888,0.257855,0.201422,0.288748,0.366104,0.0891538,0.151569,0.0980315,0.0121087,0.257144,0.0397067,0.0255693,0.0936275,0.0561669,0.259097,0.0474582,0.0391067,0.0150872,0.0176038,0.0238897,0.159237,0.0269899,0.293961,0.578361,0.0478919,0.00288046,0.00394936,0.0461666,0.0609548,0.0487499,0.134614,0.218366,0.125658,0.00697128,0.0173892,0.143174,0.379976,0.333283,0.231696,0.195575,0.0341102,0.0100017,0.0173264,0.0277734,1.48595e-05,0.0117395,0.0243557,0.242188,1.82063e-319
250,0.0797849,0.454195,0.415978,0.685261,0.546833,0.369705,0.304724,0.419991,0.480635,0.164575,0.253453,0.178304,0.0236086,0.355655,0.0735021,0.0437806,0.141325,0.104304,0.34728,0.0901208,0.0761128,0.0325359,0.037805,0.0497341,0.26136,0.0534472,0.434913,0.700221,0.09439,0.00734909,0.0100931,0.0932534,0.114517,0.0972665,0.220817,0.340881,0.216052,0.0164515,0.0371976,0.2225,0.531682,0.48262,0.356551,0.305526,0.0602651,0.0143914,0.0239744,0.0532517,5.03076e-05,0.0217686,0.043658,0.330812,1.15261e-319
300,0.115153,0.542961,0.509773,0.764972,0.634021,0.476776,0.411043,0.544218,0.578528,0.26072,0.368554,0.278956,0.0416914,0.449729,0.120339,0.0683801,0.19291,0.169467,0.430046,0.149433,0.128933,0.0606649,0.0699555,0.0893559,0.376326,0.0914992,0.568455,0.789503,0.160409,0.0160517,0.0218171,0.160897,0.186874,0.166757,0.319166,0.468729,0.323878,0.0331874,0.0683606,0.308724,0.6633,0.618567,0.483681,0.421964,0.096192,0.0187263,0.0306307,0.0901424,0.000142716,0.036307,0.0700724,0.408559,7.98608e-320
350,0.155981,0.622129,0.591543,0.822337,0.698764,0.572554,0.511837,0.6521,0.659536,0.368892,0.484718,0.390449,0.0681122,0.536058,0.17953,0.0999351,0.245723,0.248928,0.505654,0.223588,0.196596,0.101173,0.115524,0.143499,0.492778,0.140553,0.682935,0.853415,0.24362,0.0310247,0.0414389,0.246469,0.274367,0.254534,0.420778,0.588787,0.438878,0.0593528,0.111915,0.394674,0.76717,0.730281,0.600971,0.533885,0.142365,0.0228824,0.0375191,0.138828,0.000352842,0.0559783,0.10371,0.473599,5.89569e-320
400,0.20131,0.690895,0.661386,0.864343,0.747397,0.654555,0.601988,0.740268,0.725628,0.479218,0.592277,0.502438,0.104219,0.613213,0.24894,0.138683,0.297977,0.337983,0.573281,0.308661,0.276042,0.154404,0.174337,0.210929,0.601327,0.198682,0.774164,0.898662,0.338838,0.0542828,0.0709665,0.344203,0.371132,0.354551,0.518131,0.692584,0.551025,0.0964359,0.167308,0.474814,0.843748,0.815441,0.701452,0.633846,0.198428,0.0269057,0.0450885,0.198447,0.000780815,0.0811221,0.144111,0.527346,4.56813e-320
450,0.249915,0.749328,0.720258,0.895744,0.7853,0.722808,0.679373,0.809272,0.779184,0.583257,0.685463,0.606426,0.15061,0.680775,0.325409,0.184422,0.348657,0.431044,0.632613,0.399525,0.362829,0.219209,0.244566,0.288695,0.695962,0.263186,0.843035,0.930402,0.439357,0.0874192,0.111632,0.446795,0.470522,0.45909,0.606214,0.776607,0.652646,0.14487,0.232545,0.54586,0.897463,0.876842,0.782723,0.718263,0.263109,0.0309485,0.0538906,0.267057,0.0015766,0.111724,0.190287,0.572233,3.6798e-320
500,0.300453,0.798124,0.769429,0.91962,0.816158,0.778596,0.743918,0.861626,0.822401,0.675357,0.76216,0.697037,0.206916,0.738924,0.405303,0.236468,0.397318,0.522716,0.683757,0.490873,0.452043,0.293125,0.323072,0.372746,0.774088,0.331167,0.892956,0.952443,0.538449,0.13124,0.163564,0.547109,0.566418,0.560643,0.682561,0.841149,0.739262,0.203888,0.304652,0.60662,0.933773,0.919313,0.845515,0.786592,0.33432,0.0352275,0.0645069,0.341942,0.00294683,0.147398,0.240853,0.610555,3.06074e-320
550,0.351637,0.838338,0.81024,0.937988,0.842215,0.823657,0.796688,0.900466,0.857168,0.75282,0.822851,0.772026,0.27177,0.788225,0.485059,0.29368,0.443861,0.60858,0.727184,0.578064,0.539105,0.372802,0.405987,0.458683,0.835765,0.399968,0.92804,0.967591,0.630544,0.185535,0.225692,0.639441,0.654104,0.653311,0.746678,0.888726,0.809385,0.271615,0.380241,0.657422,0.957647,0.947795,0.892259,0.840177,0.40939,0.0400015,0.0774976,0.419997,0.00515574,0.18743,0.294223,0.644091,2.61509e-320
600,0.402352,0.871158,0.843984,0.952218,0.864745,0.859773,0.839238,0.928816,0.885083,0.815328,0.869476,0.831557,0.342962,0.82948,0.561585,0.354563,0.488352,0.685587,0.76363,0.657642,0.620334,0.454537,0.489334,0.542425,0.882707,0.467423,0.952121,0.97791,0.711863,0.249039,0.295882,0.720125,0.730636,0.733459,0.799309,0.922715,0.863745,0.345366,0.456042,0.699444,0.973029,0.966466,0.926012,0.881236,0.485411,0.0455597,0.0933559,0.498097,0.00851868,0.230854,0.348805,0.67409,2.28555e-320
650,0.451711,0.897749,0.871835,0.963278,0.884458,0.888575,0.873218,0.949267,0.907478,0.864106,0.904518,0.877274,0.417743,0.863618,0.632523,0.417408,0.530903,0.752108,0.793974,0.727499,0.693217,0.534786,0.569554,0.620686,0.917382,0.531924,0.968354,0.984897,0.780529,0.319584,0.371264,0.787545,0.794772,0.799671,0.841814,0.946457,0.904375,0.422045,0.529269,0.734178,0.9828,0.97851,0.949783,0.912181,0.559582,0.0522131,0.112465,0.573413,0.0133878,0.27656,0.403157,0.701387,2.03604e-320
700,0.499059,0.919175,0.894811,0.971876,0.901765,0.911476,0.900173,0.963898,0.925454,0.901162,0.930447,0.911479,0.493186,0.891596,0.696323,0.480463,0.571598,0.807737,0.819137,0.786784,0.756416,0.610561,0.643859,0.691196,0.94239,0.592387,0.979151,0.989616,0.836288,0.394402,0.448652,0.841753,0.846644,0.852278,0.875751,0.962805,0.933834,0.498556,0.597823,0.763074,0.988958,0.9862,0.966191,0.935236,0.629503,0.0602824,0.135062,0.643635,0.0201309,0.323405,0.456095,0.726528,1.84286e-320
750,0.543947,0.936361,0.913773,0.978545,0.916936,0.929659,0.92146,0.974309,0.939903,0.928718,0.94943,0.936565,0.566534,0.914334,0.752204,0.542089,0.610471,0.852972,0.839998,0.835642,0.809602,0.679659,0.710386,0.752713,0.960088,0.648152,0.986265,0.992809,0.880049,0.470498,0.524957,0.883927,0.887316,0.892727,0.90263,0.973985,0.954668,0.572152,0.660328,0.787377,0.992831,0.991086,0.97734,0.952282,0.693368,0.0700824,0.161213,0.707108,0.0291058,0.370306,0.50673,0.749863,1.69069e-320
800,0.586098,0.95009,0.929429,0.983698,0.930175,0.944093,0.938223,0.981693,0.95154,0.948871,0.963235,0.954697,0.635472,0.932676,0.80003,0.600876,0.6475,0.888879,0.857346,0.874897,0.853203,0.740731,0.768179,0.804892,0.972435,0.698879,0.990928,0.994978,0.913397,0.545002,0.597514,0.915842,0.918357,0.922998,0.923799,0.981629,0.969116,0.640656,0.716066,0.808078,0.995277,0.994192,0.98483,0.964826,0.750034,0.0819036,0.190812,0.762856,0.0406325,0.416323,0.554465,0.77162,1.56915e-320
850,0.625366,0.961014,0.942357,0.987659,0.941657,0.955556,0.951403,0.986925,0.960932,0.963427,0.973239,0.967672,0.698292,0.947372,0.840144,0.655727,0.682624,0.916803,0.871861,0.905758,0.888137,0.793224,0.81706,0.848069,0.980963,0.744458,0.99398,0.996463,0.938178,0.615466,0.664295,0.939451,0.941507,0.945163,0.940407,0.986884,0.978991,0.702572,0.764848,0.825932,0.996837,0.996176,0.989826,0.974034,0.799006,0.0959915,0.223586,0.810543,0.0549668,0.460697,0.598957,0.791945,1.47034e-320
900,0.661706,0.969673,0.953027,0.990686,0.951549,0.964668,0.96176,0.990635,0.968525,0.973846,0.980479,0.976901,0.753942,0.95907,0.873209,0.705886,0.715759,0.938148,0.884107,0.929575,0.915576,0.837234,0.857437,0.883034,0.986815,0.78494,0.99598,0.997488,0.956211,0.680039,0.723986,0.956607,0.95844,0.961124,0.953404,0.990534,0.985674,0.757081,0.806872,0.841503,0.997846,0.997455,0.993146,0.980789,0.84033,0.112528,0.259121,0.850358,0.0722789,0.502876,0.64007,0.810933,1.38981e-320
950,0.695149,0.976507,0.961823,0.992987,0.96001,0.971919,0.969901,0.99327,0.974671,0.981262,0.985722,0.983449,0.80199,0.968323,0.900056,0.750928,0.746818,0.954235,0.894538,0.947675,0.936763,0.873328,0.890104,0.910822,0.990822,0.820495,0.997296,0.998201,0.969116,0.737541,0.775958,0.968912,0.970631,0.972478,0.963559,0.993102,0.990175,0.803952,0.842591,0.855215,0.998511,0.998289,0.995354,0.985746,0.874464,0.131614,0.296898,0.882883,0.092637,0.542508,0.677811,0.828648,1.32311e-320
1000,0.725778,0.981879,0.969059,0.994726,0.967192,0.977693,0.976304,0.995147,0.979647,0.986526,0.989527,0.988094,0.84252,0.975598,0.921581,0.790721,0.775723,0.966224,0.903519,0.961261,0.952891,0.902362,0.916058,0.932552,0.993566,0.851378,0.998169,0.998702,0.978236,0.78743,0.820161,0.977665,0.979301,0.980492,0.97149,0.994933,0.993205,0.84342,0.872598,0.867389,0.998957,0.99884,0.996827,0.989392,0.90213,0.153262,0.33633,0.908946,0.116001,0.579418,0.712291,0.845133,1.26728e-320
1050,0.753715,0.986082,0.974996,0.996034,0.973244,0.982294,0.981343,0.99649,0.983674,0.990262,0.992296,0.991397,0.875998,0.981285,0.938658,0.825368,0.802421,0.975084,0.911331,0.971361,0.965024,0.925328,0.936359,0.949312,0.995453,0.877911,0.998752,0.999057,0.984627,0.829712,0.856984,0.983869,0.985413,0.986127,0.977684,0.996256,0.995252,0.876045,0.897552,0.878271,0.999262,0.999208,0.997816,0.992079,0.924189,0.177391,0.376802,0.92949,0.142222,0.613576,0.743677,0.860425,1.22034e-320
1100,0.779108,0.989356,0.979854,0.997016,0.978305,0.985959,0.985313,0.997453,0.98693,0.992919,0.994317,0.993755,0.903141,0.985705,0.952092,0.855149,0.826887,0.981593,0.918194,0.978816,0.974068,0.943235,0.952028,0.962091,0.996759,0.900459,0.999145,0.999311,0.989088,0.864803,0.887106,0.98827,0.9897,0.990088,0.982523,0.997223,0.996646,0.902579,0.918115,0.888058,0.999473,0.999456,0.998485,0.994067,0.941533,0.203828,0.417703,0.945467,0.171053,0.64506,0.772165,0.874556,1.18032e-320
1150,0.80212,0.991893,0.983815,0.99775,0.982505,0.988878,0.988442,0.998147,0.989557,0.994816,0.995797,0.995447,0.92479,0.989122,0.96259,0.88046,0.849129,0.98636,0.924278,0.984296,0.980766,0.957034,0.96399,0.971744,0.997669,0.919417,0.999411,0.999493,0.9922,0.893393,0.911363,0.991405,0.992701,0.992879,0.986308,0.997936,0.997605,0.923857,0.934918,0.896907,0.999622,0.999625,0.998941,0.995542,0.955015,0.232321,0.45846,0.95777,0.202162,0.674019,0.797959,0.88756,1.14673e-320
