0.0,2.182,
0.0017321,2.179,
0.0034641,2.176,
0.0051962,2.173,
0.0069282,2.1699,
0.0086603,2.1669,
0.010392,2.1639,
0.012124,2.1609,
0.013856,2.1579,
0.015588,2.1549,
0.017321,2.1519,
0.019053,2.1489,
0.020785,2.1459,
0.022517,2.1428,
0.024249,2.1398,
0.025981,2.1368,
0.027713,2.1338,
0.029445,2.1308,
0.031177,2.1278,
0.032909,2.1248,
0.034641,2.1218,
0.036373,2.1188,
0.038105,2.1158,
0.039837,2.1128,
0.041569,2.1098,
0.043301,2.1068,
0.045033,2.1038,
0.046765,2.1008,
0.048497,2.0978,
0.050229,2.0948,
0.051962,2.0919,
0.053694,2.0889,
0.055426,2.0859,
0.057158,2.0829,
0.05889,2.0799,
0.060622,2.0769,
0.062354,2.0739,
0.064086,2.0709,
0.065818,2.0679,
0.06755,2.065,
0.069282,2.062,
0.071014,2.059,
0.072746,2.056,
0.074478,2.053,
0.07621,2.0501,
0.077942,2.0471,
0.079674,2.0441,
0.081406,2.0411,
0.083138,2.0381,
0.08487,2.0352,
0.086603,2.0322,
0.088335,2.0292,
0.090067,2.0262,
0.091799,2.0233,
0.093531,2.0203,
0.095263,2.0173,
0.096995,2.0144,
0.098727,2.0114,
0.10046,2.0084,
0.10219,2.0055,
0.10392,2.0025,
0.10566,1.9995,
0.10739,1.9966,
0.10912,1.9936,
0.11085,1.9906,
0.11258,1.9876,
0.11432,1.9846,
0.11605,1.9817,
0.11778,1.9787,
0.11951,1.9758,
0.12124,1.9728,
0.12298,1.9699,
0.12471,1.967,
0.12644,1.9641,
0.12817,1.9612,
0.1299,1.9583,
0.13164,1.9554,
0.13337,1.9525,
0.1351,1.9496,
0.13683,1.9467,
0.13856,1.9439,
0.1403,1.941,
0.14203,1.9382,
0.14376,1.9353,
0.14549,1.9325,
0.14722,1.9297,
0.14896,1.9269,
0.15069,1.9241,
0.15242,1.9213,
0.15415,1.9185,
0.15588,1.9157,
0.15762,1.9129,
0.15935,1.9101,
0.16108,1.9074,
0.16281,1.9046,
0.16454,1.9019,
0.16628,1.8991,
0.16801,1.8964,
0.16974,1.8937,
0.17147,1.891,
0.17321,1.8883,
0.17494,1.8856,
0.17667,1.8829,
0.1784,1.8802,
0.18013,1.8775,
0.18187,1.8748,
0.1836,1.8722,
0.18533,1.8695,
0.18706,1.8669,
0.18879,1.8642,
0.19053,1.8616,
0.19226,1.8589,
0.19399,1.8563,
0.19572,1.8537,
0.19745,1.8511,
0.19919,1.8485,
0.20092,1.8459,
0.20265,1.8433,
0.20438,1.8408,
0.20611,1.8382,
0.20785,1.8356,
0.20958,1.8331,
0.21131,1.8305,
0.21304,1.828,
0.21477,1.8254,
0.21651,1.8229,
0.21824,1.8205,
0.21997,1.818,
0.2217,1.8156,
0.22343,1.8132,
0.22517,1.8108,
0.2269,1.8085,
0.22863,1.8061,
0.23036,1.8038,
0.23209,1.8014,
0.23383,1.7991,
0.23556,1.7968,
0.23729,1.7945,
0.23902,1.7922,
0.24076,1.79,
0.24249,1.7877,
0.24422,1.7855,
0.24595,1.7833,
0.24768,1.7811,
0.24942,1.7789,
0.25115,1.7768,
0.25288,1.7746,
0.25461,1.7725,
0.25634,1.7703,
0.25808,1.7682,
0.25981,1.7661,
0.26154,1.764,
0.26327,1.762,
0.265,1.7599,
0.26674,1.7578,
0.26847,1.7558,
0.2702,1.7538,
0.27193,1.7518,
0.27366,1.7498,
0.2754,1.7478,
0.27713,1.7459,
0.27886,1.7439,
0.28059,1.742,
0.28232,1.7401,
0.28406,1.7381,
0.28579,1.7362,
0.28752,1.7344,
0.28925,1.7325,
0.29098,1.7306,
